yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201522,solid,14,35050,030001..40000,1
201544,solid,28,32208,030001..40000,1
201545,solid,45,30308,030001..40000,1
201552,solid,73,37284,030001..40000,1
201640,solid,26,34113,030001..40000,1
201641,solid,18,31200,030001..40000,1
201642,solid,22,39185,030001..40000,1
201645,solid,35,38989,030001..40000,1
201647,solid,33,37594,030001..40000,1
201702,solid,21,34167,030001..40000,1
201703,solid,27,30268,030001..40000,1
201740,solid,7,30013,030001..40000,1
201743,solid,51,36893,030001..40000,1
201744,solid,9,35489,030001..40000,1
201751,solid,18,32405,030001..40000,1
201752,solid,11,33220,030001..40000,1
201753,solid,5,33562,030001..40000,1
201803,solid,18,33963,030001..40000,2
201805,solid,5,31230,030001..40000,1
201806,solid,9,34924,030001..40000,3
201807,solid,5,33176,030001..40000,4
201808,solid,8,30064,030001..40000,1
201809,solid,21,36740,030001..40000,1
201810,solid,18,35876,030001..40000,4
201812,solid,6,32339,030001..40000,3
201813,solid,15,36171,030001..40000,2
201814,solid,13,37409,030001..40000,3
201815,solid,10,35603,030001..40000,1
201816,solid,2,30015,030001..40000,1
201817,solid,6,34387,030001..40000,3
201818,solid,6,37063,030001..40000,4
201822,solid,5,35297,030001..40000,59
201823,solid,5,35406,030001..40000,70
201824,solid,2,34935,030001..40000,53
201825,solid,3,35054,030001..40000,46
201826,solid,2,34901,030001..40000,95
201827,solid,4,35459,030001..40000,76
201828,solid,22,35564,030001..40000,96
201829,solid,8,34225,030001..40000,47
201830,solid,6,34343,030001..40000,54
201831,solid,12,34165,030001..40000,71
201832,solid,5,34688,030001..40000,80
201833,solid,2,35306,030001..40000,92
201834,solid,11,34821,030001..40000,69
201835,solid,8,34443,030001..40000,90
201836,solid,10,33835,030001..40000,79
201837,solid,5,33975,030001..40000,55
201838,solid,5,34086,030001..40000,117
201839,solid,7,34274,030001..40000,93
201840,solid,12,35151,030001..40000,95
201841,solid,9,34559,030001..40000,140
201842,solid,7,34323,030001..40000,202
201843,solid,6,34833,030001..40000,164
