yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201715,lace up,9,6493,005001..10000,1
201716,lace up,2,9524,005001..10000,1
201729,lace up,10,8819,005001..10000,1
201730,lace up,4,5251,005001..10000,1
201731,lace up,6,8471,005001..10000,1
201732,lace up,1,5035,005001..10000,1
201738,lace up,7,5301,005001..10000,1
201740,lace up,11,5206,005001..10000,1
201741,lace up,9,5464,005001..10000,1
201742,lace up,4,9576,005001..10000,1
201743,lace up,5,8342,005001..10000,1
201744,lace up,2,7755,005001..10000,1
201749,lace up,3,5474,005001..10000,1
201750,lace up,5,7568,005001..10000,2
201751,lace up,9,6678,005001..10000,2
201752,lace up,3,5158,005001..10000,1
201753,lace up,2,7259,005001..10000,1
201801,lace up,6,7085,005001..10000,2
201802,lace up,5,6354,005001..10000,2
201803,lace up,5,5413,005001..10000,1
201804,lace up,1,7613,005001..10000,1
201806,lace up,1,7317,005001..10000,1
201808,lace up,4,6476,005001..10000,1
201809,lace up,4,5881,005001..10000,1
201810,lace up,5,5915,005001..10000,1
201811,lace up,3,8715,005001..10000,1
201812,lace up,5,7133,005001..10000,1
201814,lace up,3,7776,005001..10000,1
201815,lace up,3,8757,005001..10000,1
201816,lace up,3,8651,005001..10000,1
201817,lace up,0,7632,005001..10000,1
201818,lace up,1,9356,005001..10000,1
201822,lace up,2,7765,005001..10000,16
201823,lace up,1,9282,005001..10000,19
201824,lace up,1,7041,005001..10000,10
201825,lace up,1,7687,005001..10000,5
201826,lace up,1,8816,005001..10000,21
201827,lace up,4,8131,005001..10000,40
201828,lace up,2,7727,005001..10000,35
201829,lace up,3,7841,005001..10000,14
201830,lace up,4,8078,005001..10000,35
201831,lace up,4,6942,005001..10000,34
201832,lace up,2,8909,005001..10000,27
201833,lace up,1,7654,005001..10000,29
201834,lace up,3,7315,005001..10000,35
201835,lace up,3,8324,005001..10000,35
201836,lace up,3,8211,005001..10000,33
201837,lace up,3,6727,005001..10000,44
201838,lace up,1,7294,005001..10000,15
201839,lace up,0,7446,005001..10000,21
201840,lace up,3,7165,005001..10000,15
201841,lace up,3,8595,005001..10000,12
201842,lace up,2,6448,005001..10000,17
201843,lace up,0,6014,005001..10000,140
