yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201711,black,670,33,0..1000,1
201712,black,644,28,0..1000,1
201713,black,668,40,0..1000,1
201714,black,668,41,0..1000,1
201715,black,510,65,0..1000,1
201716,black,374,63,0..1000,1
201717,black,552,64,0..1000,1
201718,black,496,63,0..1000,1
201719,black,442,73,0..1000,1
201720,black,494,78,0..1000,1
201721,black,420,89,0..1000,1
201722,black,276,90,0..1000,1
201723,black,380,123,0..1000,1
201724,black,408,406,0..1000,2
201725,black,390,335,0..1000,2
201726,black,498,208,0..1000,2
201727,black,454,157,0..1000,2
201728,black,986,295,0..1000,2
201729,black,496,152,0..1000,2
201730,black,392,153,0..1000,2
201731,black,240,153,0..1000,2
201732,black,398,140,0..1000,2
201733,black,374,135,0..1000,2
201734,black,378,189,0..1000,2
201735,black,364,229,0..1000,2
201736,black,420,298,0..1000,2
201737,black,348,317,0..1000,2
201738,black,456,282,0..1000,2
201739,black,328,292,0..1000,2
201740,black,310,279,0..1000,2
201741,black,268,255,0..1000,2
201742,black,324,305,0..1000,2
201743,black,226,432,0..1000,2
201744,black,152,391,0..1000,2
201752,black,164,543,0..1000,1
201753,black,24,351,0..1000,1
201801,black,368,378,0..1000,1
201802,black,274,588,0..1000,2
201803,black,232,559,0..1000,2
201804,black,686,503,0..1000,2
201805,black,166,461,0..1000,4
201806,black,230,468,0..1000,5
201807,black,188,401,0..1000,5
201808,black,576,326,0..1000,5
201809,black,212,253,0..1000,5
201810,black,294,204,0..1000,5
201811,black,234,218,0..1000,6
201812,black,334,223,0..1000,6
201813,black,188,154,0..1000,6
201814,black,264,164,0..1000,6
201815,black,190,143,0..1000,6
201816,black,80,150,0..1000,6
201817,black,98,149,0..1000,6
201818,black,80,171,0..1000,6
201822,black,1122,355,0..1000,1614
201823,black,206,370,0..1000,1644
201824,black,78,338,0..1000,1500
201825,black,68,355,0..1000,1626
201826,black,70,358,0..1000,1608
201827,black,60,366,0..1000,1591
201828,black,166,362,0..1000,1683
201829,black,302,381,0..1000,1538
201830,black,214,366,0..1000,1767
201831,black,198,408,0..1000,2020
201832,black,174,377,0..1000,1956
201833,black,184,347,0..1000,1970
201834,black,162,356,0..1000,2004
201835,black,158,345,0..1000,1922
201836,black,194,377,0..1000,2077
201837,black,140,361,0..1000,1850
201838,black,140,338,0..1000,1886
201839,black,116,330,0..1000,1899
201840,black,376,389,0..1000,1962
201841,black,174,375,0..1000,1642
201842,black,208,389,0..1000,1364
201843,black,104,482,0..1000,1359
