yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201518,cotton,114,21840,020001..30000,1
201520,cotton,108,23105,020001..30000,1
201521,cotton,142,21150,020001..30000,1
201527,cotton,172,22322,020001..30000,1
201531,cotton,148,21311,020001..30000,1
201533,cotton,136,21875,020001..30000,1
201546,cotton,36,21823,020001..30000,1
201549,cotton,4,20515,020001..30000,1
201602,cotton,76,20360,020001..30000,1
201607,cotton,72,22096,020001..30000,1
201610,cotton,42,23450,020001..30000,1
201611,cotton,60,20141,020001..30000,1
201616,cotton,90,20154,020001..30000,1
201617,cotton,144,21081,020001..30000,1
201618,cotton,162,22034,020001..30000,1
201624,cotton,44,25487,020001..30000,6
201625,cotton,198,20997,020001..30000,2
201629,cotton,194,22737,020001..30000,1
201630,cotton,216,23315,020001..30000,1
201633,cotton,132,20117,020001..30000,1
201634,cotton,82,24140,020001..30000,1
201635,cotton,114,20301,020001..30000,1
201636,cotton,102,20309,020001..30000,1
201637,cotton,92,22533,020001..30000,1
201639,cotton,60,28110,020001..30000,1
201640,cotton,36,22787,020001..30000,1
201641,cotton,46,25157,020001..30000,2
201642,cotton,52,26397,020001..30000,1
201644,cotton,112,25268,020001..30000,2
201645,cotton,118,26514,020001..30000,1
201646,cotton,118,21931,020001..30000,1
201703,cotton,78,27256,020001..30000,1
201706,cotton,108,23273,020001..30000,1
201722,cotton,48,20454,020001..30000,1
201723,cotton,56,21829,020001..30000,1
201728,cotton,86,24239,020001..30000,1
201737,cotton,84,27803,020001..30000,1
201741,cotton,74,21474,020001..30000,1
201742,cotton,32,24171,020001..30000,2
201744,cotton,16,26215,020001..30000,2
201749,cotton,28,20449,020001..30000,1
201750,cotton,36,22082,020001..30000,2
201751,cotton,18,21004,020001..30000,1
201801,cotton,38,20663,020001..30000,1
201803,cotton,36,20286,020001..30000,1
201805,cotton,40,25597,020001..30000,1
201807,cotton,38,20740,020001..30000,1
201808,cotton,42,21970,020001..30000,1
201809,cotton,46,20816,020001..30000,1
201810,cotton,36,20588,020001..30000,1
201811,cotton,24,22646,020001..30000,2
201812,cotton,46,25769,020001..30000,3
201813,cotton,34,25565,020001..30000,3
201814,cotton,32,26619,020001..30000,3
201815,cotton,46,23228,020001..30000,4
201816,cotton,18,23312,020001..30000,4
201817,cotton,22,24105,020001..30000,2
201822,cotton,20,24680,020001..30000,106
201823,cotton,44,23811,020001..30000,115
201824,cotton,16,24239,020001..30000,177
201825,cotton,4,25597,020001..30000,150
201826,cotton,14,24184,020001..30000,124
201827,cotton,18,23533,020001..30000,122
201828,cotton,38,23988,020001..30000,98
201829,cotton,20,22938,020001..30000,121
201830,cotton,30,23297,020001..30000,122
201831,cotton,54,26203,020001..30000,136
201832,cotton,26,25977,020001..30000,161
201833,cotton,30,25632,020001..30000,157
201834,cotton,36,25007,020001..30000,245
201835,cotton,34,24918,020001..30000,221
201836,cotton,12,23695,020001..30000,178
201837,cotton,38,24349,020001..30000,233
201838,cotton,28,24800,020001..30000,185
201839,cotton,34,23825,020001..30000,63
201840,cotton,32,24650,020001..30000,155
201841,cotton,22,24432,020001..30000,198
201842,cotton,40,25676,020001..30000,186
201843,cotton,12,25379,020001..30000,167
