yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201627,check,184,5163,005001..10000,1
201715,check,89,6493,005001..10000,1
201716,check,131,9524,005001..10000,1
201718,check,161,6060,005001..10000,1
201723,check,124,5670,005001..10000,1
201724,check,128,6130,005001..10000,1
201728,check,103,5096,005001..10000,1
201729,check,114,8984,005001..10000,1
201730,check,82,6070,005001..10000,2
201733,check,97,7746,005001..10000,1
201734,check,83,8038,005001..10000,2
201735,check,95,6946,005001..10000,1
201736,check,126,6719,005001..10000,1
201737,check,119,6345,005001..10000,2
201738,check,113,6659,005001..10000,2
201739,check,120,7242,005001..10000,3
201740,check,153,7161,005001..10000,3
201741,check,134,7440,005001..10000,4
201742,check,260,6911,005001..10000,1
201743,check,180,9733,005001..10000,2
201744,check,41,7346,005001..10000,3
201748,check,24,7197,005001..10000,1
201749,check,84,8948,005001..10000,1
201751,check,81,6355,005001..10000,1
201802,check,120,9677,005001..10000,1
201804,check,162,9523,005001..10000,1
201805,check,88,8704,005001..10000,1
201806,check,100,7984,005001..10000,1
201807,check,90,7879,005001..10000,2
201808,check,90,7991,005001..10000,2
201809,check,334,6221,005001..10000,2
201810,check,580,7469,005001..10000,2
201811,check,594,7428,005001..10000,2
201812,check,519,6196,005001..10000,1
201813,check,485,5648,005001..10000,1
201814,check,504,5377,005001..10000,1
201815,check,550,8155,005001..10000,2
201816,check,303,7225,005001..10000,2
201817,check,290,6984,005001..10000,1
201818,check,177,6961,005001..10000,2
201822,check,211,7324,005001..10000,201
201823,check,649,7120,005001..10000,193
201824,check,227,7640,005001..10000,217
201825,check,189,8022,005001..10000,221
201826,check,242,7558,005001..10000,230
201827,check,261,7237,005001..10000,246
201828,check,533,7208,005001..10000,207
201829,check,615,7289,005001..10000,218
201830,check,598,7846,005001..10000,247
201831,check,556,7256,005001..10000,289
201832,check,565,7895,005001..10000,280
201833,check,537,7655,005001..10000,294
201834,check,436,7097,005001..10000,315
201835,check,626,7474,005001..10000,346
201836,check,516,7094,005001..10000,352
201837,check,511,6615,005001..10000,352
201838,check,586,6856,005001..10000,468
201839,check,536,6729,005001..10000,598
201840,check,517,7147,005001..10000,701
201841,check,570,7003,005001..10000,919
201842,check,583,7626,005001..10000,967
201843,check,333,7856,005001..10000,765
