yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201711,floral,88,114,0..1000,1
201712,floral,60,82,0..1000,2
201713,floral,56,70,0..1000,2
201714,floral,46,39,0..1000,2
201715,floral,37,74,0..1000,2
201716,floral,55,74,0..1000,2
201717,floral,70,58,0..1000,2
201718,floral,60,90,0..1000,2
201719,floral,26,97,0..1000,2
201720,floral,37,79,0..1000,2
201721,floral,52,87,0..1000,2
201722,floral,56,72,0..1000,2
201723,floral,38,104,0..1000,2
201724,floral,73,119,0..1000,2
201725,floral,22,104,0..1000,2
201726,floral,33,113,0..1000,2
201727,floral,31,71,0..1000,2
201728,floral,48,116,0..1000,2
201729,floral,42,360,0..1000,3
201730,floral,36,331,0..1000,3
201731,floral,18,288,0..1000,3
201732,floral,37,315,0..1000,3
201733,floral,30,280,0..1000,3
201734,floral,19,287,0..1000,3
201735,floral,18,262,0..1000,3
201736,floral,32,258,0..1000,3
201737,floral,52,225,0..1000,3
201738,floral,35,223,0..1000,3
201739,floral,31,250,0..1000,3
201740,floral,27,205,0..1000,3
201741,floral,37,235,0..1000,3
201742,floral,45,330,0..1000,3
201743,floral,46,408,0..1000,3
201744,floral,15,240,0..1000,3
201748,floral,12,266,0..1000,3
201749,floral,14,440,0..1000,3
201750,floral,12,524,0..1000,3
201751,floral,14,387,0..1000,3
201752,floral,19,202,0..1000,3
201753,floral,2,107,0..1000,2
201801,floral,15,305,0..1000,3
201802,floral,33,212,0..1000,3
201803,floral,38,216,0..1000,3
201804,floral,25,153,0..1000,3
201805,floral,14,288,0..1000,4
201806,floral,8,270,0..1000,4
201807,floral,13,241,0..1000,4
201808,floral,19,144,0..1000,3
201809,floral,31,158,0..1000,3
201810,floral,19,302,0..1000,4
201811,floral,25,351,0..1000,4
201812,floral,19,355,0..1000,4
201813,floral,22,455,0..1000,4
201814,floral,23,441,0..1000,4
201815,floral,14,450,0..1000,4
201816,floral,10,362,0..1000,5
201817,floral,13,462,0..1000,6
201818,floral,3,428,0..1000,6
201822,floral,12,217,0..1000,1382
201823,floral,18,192,0..1000,1384
201824,floral,5,226,0..1000,1420
201825,floral,6,220,0..1000,1491
201826,floral,9,225,0..1000,1544
201827,floral,8,246,0..1000,1568
201828,floral,18,250,0..1000,1596
201829,floral,6,272,0..1000,1537
201830,floral,20,266,0..1000,1604
201831,floral,13,275,0..1000,1770
201832,floral,7,273,0..1000,1919
201833,floral,11,204,0..1000,1741
201834,floral,9,317,0..1000,2001
201835,floral,11,284,0..1000,1931
201836,floral,8,312,0..1000,2039
201837,floral,22,263,0..1000,1849
201838,floral,19,237,0..1000,1849
201839,floral,9,211,0..1000,1834
201840,floral,5,234,0..1000,1838
201841,floral,8,245,0..1000,1725
201842,floral,11,279,0..1000,1547
201843,floral,5,387,0..1000,1545
