yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201514,lace up,5,1693,001001..5000,1
201633,lace up,12,1382,001001..5000,1
201634,lace up,15,1645,001001..5000,1
201636,lace up,21,1043,001001..5000,1
201643,lace up,40,1303,001001..5000,1
201644,lace up,12,1691,001001..5000,1
201645,lace up,17,1046,001001..5000,1
201647,lace up,18,1008,001001..5000,1
201648,lace up,10,2160,001001..5000,1
201702,lace up,8,1074,001001..5000,1
201704,lace up,10,1030,001001..5000,1
201705,lace up,5,1265,001001..5000,1
201706,lace up,5,1289,001001..5000,1
201707,lace up,13,1394,001001..5000,1
201708,lace up,13,1232,001001..5000,1
201709,lace up,15,1026,001001..5000,1
201710,lace up,20,1035,001001..5000,1
201711,lace up,14,1727,001001..5000,2
201712,lace up,10,1243,001001..5000,2
201713,lace up,12,2452,001001..5000,3
201714,lace up,8,2816,001001..5000,3
201715,lace up,9,2274,001001..5000,3
201716,lace up,2,1756,001001..5000,2
201717,lace up,5,1224,001001..5000,1
201718,lace up,8,1127,001001..5000,1
201719,lace up,9,2446,001001..5000,3
201720,lace up,7,2034,001001..5000,4
201721,lace up,18,2140,001001..5000,3
201722,lace up,12,2178,001001..5000,2
201723,lace up,14,1286,001001..5000,2
201724,lace up,5,2458,001001..5000,3
201725,lace up,7,2089,001001..5000,3
201726,lace up,5,1843,001001..5000,3
201727,lace up,0,2104,001001..5000,3
201728,lace up,4,1716,001001..5000,3
201729,lace up,10,2174,001001..5000,1
201730,lace up,4,1516,001001..5000,2
201731,lace up,6,1640,001001..5000,2
201732,lace up,1,1726,001001..5000,2
201733,lace up,12,3603,001001..5000,2
201734,lace up,6,1967,001001..5000,3
201735,lace up,3,2676,001001..5000,4
201736,lace up,6,1725,001001..5000,3
201737,lace up,7,1819,001001..5000,4
201738,lace up,7,1718,001001..5000,2
201739,lace up,7,2125,001001..5000,4
201740,lace up,11,2547,001001..5000,3
201741,lace up,9,2434,001001..5000,4
201742,lace up,4,2737,001001..5000,4
201743,lace up,5,3476,001001..5000,4
201744,lace up,2,2138,001001..5000,4
201748,lace up,0,3010,001001..5000,3
201749,lace up,3,2613,001001..5000,3
201750,lace up,5,3543,001001..5000,3
201751,lace up,9,3593,001001..5000,3
201752,lace up,3,2370,001001..5000,4
201753,lace up,2,1976,001001..5000,5
201801,lace up,6,1811,001001..5000,4
201802,lace up,5,2271,001001..5000,4
201803,lace up,5,2550,001001..5000,5
201804,lace up,1,2412,001001..5000,4
201805,lace up,0,2973,001001..5000,3
201806,lace up,1,2306,001001..5000,3
201807,lace up,1,2340,001001..5000,3
201808,lace up,4,1308,001001..5000,3
201809,lace up,4,1459,001001..5000,3
201810,lace up,5,1363,001001..5000,3
201811,lace up,3,1846,001001..5000,2
201812,lace up,5,1871,001001..5000,2
201813,lace up,4,1945,001001..5000,4
201814,lace up,3,1681,001001..5000,4
201815,lace up,3,2272,001001..5000,5
201816,lace up,3,1891,001001..5000,2
201817,lace up,0,2463,001001..5000,2
201818,lace up,1,1970,001001..5000,3
201822,lace up,2,1696,001001..5000,505
201823,lace up,1,1545,001001..5000,429
201824,lace up,1,1540,001001..5000,526
201825,lace up,1,1848,001001..5000,309
201826,lace up,1,1516,001001..5000,512
201827,lace up,4,1590,001001..5000,508
201828,lace up,2,1540,001001..5000,542
201829,lace up,3,1677,001001..5000,574
201830,lace up,4,1442,001001..5000,366
201831,lace up,4,1736,001001..5000,181
201832,lace up,2,1434,001001..5000,297
201833,lace up,1,1365,001001..5000,407
201834,lace up,3,1360,001001..5000,413
201835,lace up,3,1209,001001..5000,623
201836,lace up,3,1436,001001..5000,298
201837,lace up,3,1296,001001..5000,544
201838,lace up,1,1793,001001..5000,428
201839,lace up,0,1818,001001..5000,441
201840,lace up,3,1812,001001..5000,444
201841,lace up,3,1774,001001..5000,716
201842,lace up,2,2178,001001..5000,921
201843,lace up,0,2172,001001..5000,789
