yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201721,pink,136,8643,005001..10000,1
201724,pink,186,8677,005001..10000,1
201725,pink,100,8118,005001..10000,1
201726,pink,122,7532,005001..10000,1
201729,pink,80,6464,005001..10000,1
201730,pink,74,5960,005001..10000,1
201731,pink,70,7751,005001..10000,1
201732,pink,104,6368,005001..10000,1
201733,pink,146,6601,005001..10000,1
201736,pink,82,6719,005001..10000,1
201737,pink,82,5996,005001..10000,1
201738,pink,122,6753,005001..10000,1
201739,pink,134,6785,005001..10000,1
201740,pink,64,5266,005001..10000,1
201741,pink,82,6367,005001..10000,1
201744,pink,34,9106,005001..10000,1
201750,pink,30,9969,005001..10000,1
201751,pink,22,7439,005001..10000,1
201752,pink,46,6144,005001..10000,1
201753,pink,14,9816,005001..10000,1
201802,pink,78,9677,005001..10000,1
201803,pink,86,9178,005001..10000,2
201804,pink,46,8068,005001..10000,3
201805,pink,42,8130,005001..10000,3
201806,pink,56,7018,005001..10000,3
201807,pink,32,7517,005001..10000,3
201808,pink,96,9224,005001..10000,1
201809,pink,62,5933,005001..10000,1
201810,pink,60,7786,005001..10000,1
201811,pink,70,7413,005001..10000,1
201814,pink,54,9094,005001..10000,1
201815,pink,82,6335,005001..10000,1
201816,pink,30,5848,005001..10000,1
201822,pink,20,7054,005001..10000,24
201823,pink,40,6749,005001..10000,27
201824,pink,18,6823,005001..10000,26
201825,pink,16,7780,005001..10000,29
201826,pink,30,7541,005001..10000,35
201827,pink,20,7223,005001..10000,34
201828,pink,54,6921,005001..10000,43
201829,pink,44,6995,005001..10000,45
201830,pink,70,8002,005001..10000,45
201831,pink,80,7952,005001..10000,91
201832,pink,84,7812,005001..10000,101
201833,pink,42,7836,005001..10000,138
201834,pink,52,7995,005001..10000,146
201835,pink,52,7135,005001..10000,170
201836,pink,28,7446,005001..10000,205
201837,pink,46,7010,005001..10000,210
201838,pink,48,7178,005001..10000,206
201839,pink,64,7053,005001..10000,232
201840,pink,42,7129,005001..10000,230
201841,pink,60,6706,005001..10000,280
201842,pink,116,6899,005001..10000,302
201843,pink,34,7545,005001..10000,312
