yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201721,nylon,5,12912,010001..20000,1
201722,nylon,5,15685,010001..20000,2
201723,nylon,2,10967,010001..20000,1
201724,nylon,6,13397,010001..20000,1
201725,nylon,1,14310,010001..20000,2
201726,nylon,8,16708,010001..20000,2
201727,nylon,12,14212,010001..20000,2
201728,nylon,9,12784,010001..20000,2
201729,nylon,16,17491,010001..20000,2
201730,nylon,16,16241,010001..20000,2
201731,nylon,4,14397,010001..20000,2
201732,nylon,6,15430,010001..20000,2
201733,nylon,15,15781,010001..20000,2
201734,nylon,4,16197,010001..20000,1
201735,nylon,4,14593,010001..20000,3
201736,nylon,4,14310,010001..20000,3
201737,nylon,5,14444,010001..20000,3
201738,nylon,6,17487,010001..20000,2
201740,nylon,3,10645,010001..20000,1
201741,nylon,5,19674,010001..20000,2
201742,nylon,1,16097,010001..20000,2
201743,nylon,5,13331,010001..20000,1
201748,nylon,1,15504,010001..20000,4
201749,nylon,1,14980,010001..20000,3
201750,nylon,3,13395,010001..20000,1
201751,nylon,5,18698,010001..20000,1
201752,nylon,2,11103,010001..20000,1
201753,nylon,3,14524,010001..20000,1
201801,nylon,8,13983,010001..20000,4
201802,nylon,6,14538,010001..20000,4
201803,nylon,5,17066,010001..20000,3
201804,nylon,5,17732,010001..20000,2
201805,nylon,2,16494,010001..20000,2
201806,nylon,2,15044,010001..20000,1
201807,nylon,5,16211,010001..20000,3
201808,nylon,4,12849,010001..20000,3
201809,nylon,4,11798,010001..20000,2
201810,nylon,1,16266,010001..20000,3
201811,nylon,1,12124,010001..20000,3
201812,nylon,3,14797,010001..20000,4
201813,nylon,5,14664,010001..20000,3
201814,nylon,2,16164,010001..20000,3
201815,nylon,7,15782,010001..20000,4
201816,nylon,1,16187,010001..20000,3
201817,nylon,1,12442,010001..20000,3
201818,nylon,0,15384,010001..20000,2
201822,nylon,2,12769,010001..20000,139
201823,nylon,6,12901,010001..20000,111
201824,nylon,2,12600,010001..20000,153
201825,nylon,1,11993,010001..20000,77
201826,nylon,3,12069,010001..20000,151
201827,nylon,1,12932,010001..20000,136
201828,nylon,8,12649,010001..20000,106
201829,nylon,5,12605,010001..20000,101
201830,nylon,4,13875,010001..20000,50
201831,nylon,2,15053,010001..20000,23
201832,nylon,20,13213,010001..20000,81
201833,nylon,3,15867,010001..20000,54
201834,nylon,8,15069,010001..20000,74
201835,nylon,2,14803,010001..20000,70
201836,nylon,22,14069,010001..20000,147
201837,nylon,2,14980,010001..20000,73
201838,nylon,7,14263,010001..20000,132
201839,nylon,1,14324,010001..20000,93
201840,nylon,3,13736,010001..20000,121
201841,nylon,4,12555,010001..20000,254
201842,nylon,5,13824,010001..20000,329
201843,nylon,1,14744,010001..20000,335
