yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201522,nylon,0,151456,150001..200000,1
201531,nylon,13,185004,150001..200000,1
201533,nylon,15,150757,150001..200000,1
201537,nylon,5,153629,150001..200000,1
201539,nylon,4,191867,150001..200000,1
201544,nylon,3,175183,150001..200000,1
201602,nylon,6,184054,150001..200000,1
201605,nylon,6,181877,150001..200000,1
201606,nylon,2,167694,150001..200000,1
201609,nylon,1,176535,150001..200000,1
201611,nylon,8,165015,150001..200000,1
201613,nylon,15,179731,150001..200000,1
201618,nylon,4,182000,150001..200000,1
201620,nylon,5,169268,150001..200000,1
201622,nylon,4,159308,150001..200000,1
201624,nylon,8,153296,150001..200000,1
201626,nylon,13,178622,150001..200000,1
201627,nylon,21,183315,150001..200000,1
201628,nylon,11,153214,150001..200000,1
201629,nylon,12,178388,150001..200000,1
201632,nylon,16,169227,150001..200000,1
201634,nylon,8,183376,150001..200000,2
201638,nylon,7,180052,150001..200000,1
201702,nylon,6,197200,150001..200000,1
201734,nylon,4,166941,150001..200000,1
201748,nylon,1,192655,150001..200000,1
201750,nylon,3,171266,150001..200000,1
201806,nylon,2,167884,150001..200000,1
201808,nylon,4,160497,150001..200000,1
201811,nylon,1,158410,150001..200000,1
201816,nylon,1,167419,150001..200000,1
201817,nylon,1,190979,150001..200000,1
201822,nylon,2,170056,150001..200000,5
201823,nylon,6,174940,150001..200000,13
201824,nylon,2,166247,150001..200000,7
201825,nylon,1,173334,150001..200000,27
201826,nylon,3,175377,150001..200000,12
201827,nylon,1,169846,150001..200000,3
201828,nylon,8,165790,150001..200000,33
201829,nylon,5,155887,150001..200000,1
201830,nylon,4,172323,150001..200000,6
201831,nylon,2,162240,150001..200000,6
201832,nylon,20,157410,150001..200000,4
201833,nylon,3,172189,150001..200000,14
201834,nylon,8,169991,150001..200000,30
201835,nylon,2,166837,150001..200000,28
201836,nylon,22,175442,150001..200000,21
201837,nylon,2,171436,150001..200000,11
201838,nylon,7,164315,150001..200000,19
201839,nylon,1,175972,150001..200000,26
201840,nylon,3,184850,150001..200000,14
201841,nylon,4,157619,150001..200000,6
201842,nylon,5,164340,150001..200000,19
201843,nylon,1,160553,150001..200000,13
