yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201732,long sleeve,22,19768,010001..20000,1
201733,long sleeve,20,12080,010001..20000,1
201735,long sleeve,16,13117,010001..20000,1
201737,long sleeve,31,19028,010001..20000,1
201739,long sleeve,47,17803,010001..20000,2
201740,long sleeve,28,15012,010001..20000,1
201742,long sleeve,52,10764,010001..20000,2
201743,long sleeve,43,16060,010001..20000,2
201744,long sleeve,18,18631,010001..20000,1
201748,long sleeve,3,14255,010001..20000,3
201749,long sleeve,24,14306,010001..20000,3
201750,long sleeve,26,15323,010001..20000,3
201751,long sleeve,17,14407,010001..20000,3
201752,long sleeve,27,17672,010001..20000,2
201753,long sleeve,2,17625,010001..20000,1
201801,long sleeve,12,12524,010001..20000,1
201802,long sleeve,13,17161,010001..20000,3
201803,long sleeve,12,17098,010001..20000,2
201804,long sleeve,12,12231,010001..20000,3
201805,long sleeve,12,14540,010001..20000,4
201806,long sleeve,8,15364,010001..20000,4
201807,long sleeve,10,13501,010001..20000,2
201808,long sleeve,15,18382,010001..20000,1
201810,long sleeve,15,15189,010001..20000,3
201811,long sleeve,12,15026,010001..20000,3
201813,long sleeve,10,11258,010001..20000,1
201816,long sleeve,11,11165,010001..20000,2
201817,long sleeve,1,11906,010001..20000,2
201818,long sleeve,2,13019,010001..20000,2
201822,long sleeve,4,15817,010001..20000,24
201823,long sleeve,17,13470,010001..20000,51
201824,long sleeve,6,16245,010001..20000,8
201825,long sleeve,2,14374,010001..20000,35
201826,long sleeve,1,13614,010001..20000,53
201827,long sleeve,6,15228,010001..20000,50
201828,long sleeve,13,16266,010001..20000,62
201829,long sleeve,9,14855,010001..20000,51
201830,long sleeve,10,17133,010001..20000,44
201831,long sleeve,5,15274,010001..20000,106
201832,long sleeve,8,14111,010001..20000,65
201833,long sleeve,6,14197,010001..20000,96
201834,long sleeve,15,14705,010001..20000,147
201835,long sleeve,14,13850,010001..20000,132
201836,long sleeve,13,15069,010001..20000,144
201837,long sleeve,7,14961,010001..20000,233
201838,long sleeve,11,13363,010001..20000,230
201839,long sleeve,12,14765,010001..20000,277
201840,long sleeve,12,14111,010001..20000,231
201841,long sleeve,10,15204,010001..20000,210
201842,long sleeve,9,14512,010001..20000,313
201843,long sleeve,11,13905,010001..20000,322
