yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201731,solid,5,3544,001001..5000,1
201732,solid,16,1946,001001..5000,1
201733,solid,15,2623,001001..5000,1
201734,solid,13,2128,001001..5000,1
201735,solid,16,2053,001001..5000,1
201736,solid,16,2805,001001..5000,2
201737,solid,22,2774,001001..5000,2
201738,solid,20,2150,001001..5000,2
201739,solid,32,3030,001001..5000,2
201740,solid,7,3382,001001..5000,2
201741,solid,16,2063,001001..5000,1
201748,solid,1,3082,001001..5000,1
201749,solid,11,4584,001001..5000,1
201751,solid,18,1026,001001..5000,1
201752,solid,11,3131,001001..5000,1
201753,solid,5,3099,001001..5000,1
201801,solid,17,3439,001001..5000,1
201802,solid,17,2749,001001..5000,1
201803,solid,18,2684,001001..5000,1
201804,solid,5,1502,001001..5000,1
201805,solid,5,2550,001001..5000,2
201806,solid,9,1865,001001..5000,1
201807,solid,5,2052,001001..5000,1
201808,solid,8,1648,001001..5000,1
201809,solid,21,1325,001001..5000,1
201810,solid,18,1851,001001..5000,1
201811,solid,7,1821,001001..5000,1
201812,solid,6,1643,001001..5000,1
201813,solid,15,2242,001001..5000,5
201814,solid,13,2192,001001..5000,5
201815,solid,10,2847,001001..5000,5
201816,solid,2,2652,001001..5000,6
201817,solid,6,2871,001001..5000,7
201818,solid,6,2782,001001..5000,6
201822,solid,5,2569,001001..5000,573
201823,solid,5,2533,001001..5000,588
201824,solid,2,2483,001001..5000,561
201825,solid,3,2462,001001..5000,602
201826,solid,2,2329,001001..5000,608
201827,solid,4,2592,001001..5000,599
201828,solid,22,2687,001001..5000,684
201829,solid,8,2343,001001..5000,733
201830,solid,6,2645,001001..5000,636
201831,solid,12,2765,001001..5000,585
201832,solid,5,2438,001001..5000,731
201833,solid,2,2476,001001..5000,665
201834,solid,11,2564,001001..5000,689
201835,solid,8,2513,001001..5000,727
201836,solid,10,2570,001001..5000,869
201837,solid,5,2896,001001..5000,839
201838,solid,5,2676,001001..5000,917
201839,solid,7,2687,001001..5000,895
201840,solid,12,2737,001001..5000,908
201841,solid,9,2889,001001..5000,865
201842,solid,7,2478,001001..5000,967
201843,solid,6,2552,001001..5000,1040
