yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201719,high waist,3,5182,005001..10000,1
201723,high waist,40,9348,005001..10000,1
201727,high waist,2,9457,005001..10000,1
201729,high waist,2,8496,005001..10000,3
201730,high waist,2,6547,005001..10000,4
201731,high waist,1,8471,005001..10000,1
201732,high waist,1,6344,005001..10000,2
201733,high waist,2,7746,005001..10000,1
201734,high waist,2,7884,005001..10000,2
201735,high waist,3,8632,005001..10000,3
201736,high waist,5,8277,005001..10000,1
201737,high waist,13,6881,005001..10000,4
201738,high waist,3,7755,005001..10000,3
201739,high waist,4,6445,005001..10000,4
201740,high waist,6,7303,005001..10000,4
201741,high waist,3,7657,005001..10000,3
201742,high waist,1,8405,005001..10000,3
201743,high waist,5,8400,005001..10000,4
201744,high waist,1,8579,005001..10000,4
201748,high waist,3,6673,005001..10000,2
201749,high waist,2,8642,005001..10000,2
201751,high waist,5,5746,005001..10000,2
201752,high waist,5,8441,005001..10000,3
201753,high waist,2,8386,005001..10000,2
201801,high waist,3,9036,005001..10000,1
201802,high waist,1,7255,005001..10000,1
201803,high waist,6,6210,005001..10000,1
201804,high waist,6,6488,005001..10000,2
201805,high waist,3,6292,005001..10000,2
201806,high waist,5,6221,005001..10000,4
201807,high waist,0,7979,005001..10000,5
201808,high waist,6,6907,005001..10000,4
201809,high waist,8,7347,005001..10000,4
201810,high waist,8,6651,005001..10000,5
201811,high waist,3,9281,005001..10000,2
201812,high waist,2,5877,005001..10000,2
201813,high waist,3,6405,005001..10000,4
201814,high waist,5,7467,005001..10000,5
201815,high waist,3,7124,005001..10000,3
201816,high waist,4,7613,005001..10000,4
201817,high waist,1,6460,005001..10000,3
201818,high waist,2,8468,005001..10000,2
201822,high waist,1,7673,005001..10000,206
201823,high waist,1,7673,005001..10000,212
201824,high waist,1,7211,005001..10000,295
201825,high waist,0,7499,005001..10000,270
201826,high waist,5,7202,005001..10000,330
201827,high waist,3,7862,005001..10000,271
201828,high waist,3,7459,005001..10000,295
201829,high waist,1,7117,005001..10000,300
201830,high waist,4,7623,005001..10000,308
201831,high waist,5,7196,005001..10000,354
201832,high waist,1,7347,005001..10000,402
201833,high waist,2,7845,005001..10000,339
201834,high waist,0,7351,005001..10000,325
201835,high waist,4,6980,005001..10000,452
201836,high waist,11,7034,005001..10000,245
201837,high waist,6,7043,005001..10000,390
201838,high waist,2,7029,005001..10000,406
201839,high waist,1,6850,005001..10000,423
201840,high waist,0,6705,005001..10000,611
201841,high waist,3,6308,005001..10000,772
201842,high waist,4,7236,005001..10000,678
201843,high waist,1,7846,005001..10000,640
