yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201522,polyester,1,151456,150001..200000,1
201531,polyester,11,185004,150001..200000,1
201533,polyester,5,150757,150001..200000,1
201537,polyester,3,153629,150001..200000,1
201539,polyester,2,191867,150001..200000,1
201544,polyester,3,175183,150001..200000,1
201602,polyester,5,184054,150001..200000,1
201605,polyester,3,181877,150001..200000,1
201606,polyester,2,167694,150001..200000,1
201609,polyester,1,176535,150001..200000,1
201611,polyester,3,165015,150001..200000,1
201613,polyester,5,179731,150001..200000,1
201618,polyester,0,182000,150001..200000,1
201620,polyester,0,169268,150001..200000,1
201622,polyester,3,159308,150001..200000,1
201624,polyester,2,153296,150001..200000,1
201626,polyester,3,178622,150001..200000,1
201627,polyester,5,183315,150001..200000,1
201628,polyester,5,153214,150001..200000,1
201629,polyester,4,178388,150001..200000,1
201632,polyester,3,169227,150001..200000,1
201634,polyester,2,183376,150001..200000,2
201638,polyester,5,180052,150001..200000,1
201702,polyester,6,197200,150001..200000,1
201722,polyester,3,161593,150001..200000,2
201730,polyester,2,195933,150001..200000,1
201731,polyester,1,194548,150001..200000,1
201734,polyester,2,196798,150001..200000,1
201735,polyester,2,186186,150001..200000,2
201737,polyester,1,163057,150001..200000,2
201738,polyester,1,181793,150001..200000,2
201739,polyester,1,172331,150001..200000,3
201741,polyester,4,180987,150001..200000,1
201742,polyester,2,183149,150001..200000,1
201743,polyester,0,164866,150001..200000,1
201748,polyester,1,165703,150001..200000,2
201749,polyester,0,173725,150001..200000,2
201750,polyester,3,151650,150001..200000,1
201801,polyester,0,172821,150001..200000,2
201802,polyester,1,156062,150001..200000,1
201803,polyester,2,163886,150001..200000,1
201805,polyester,2,176456,150001..200000,2
201806,polyester,0,151034,150001..200000,1
201808,polyester,0,186358,150001..200000,1
201809,polyester,4,151691,150001..200000,1
201810,polyester,1,187375,150001..200000,1
201811,polyester,2,160749,150001..200000,1
201812,polyester,7,175875,150001..200000,1
201813,polyester,0,169432,150001..200000,2
201814,polyester,1,178542,150001..200000,1
201817,polyester,0,166353,150001..200000,1
201818,polyester,1,176654,150001..200000,3
201822,polyester,0,176764,150001..200000,40
201823,polyester,0,175098,150001..200000,33
201824,polyester,0,171975,150001..200000,36
201825,polyester,0,171905,150001..200000,40
201826,polyester,0,173258,150001..200000,59
201827,polyester,0,171036,150001..200000,30
201828,polyester,2,171301,150001..200000,43
201829,polyester,1,170286,150001..200000,37
201830,polyester,1,173872,150001..200000,52
201831,polyester,2,164593,150001..200000,24
201832,polyester,2,170799,150001..200000,37
201833,polyester,2,172789,150001..200000,45
201834,polyester,5,170127,150001..200000,19
201835,polyester,1,165424,150001..200000,22
201836,polyester,2,174964,150001..200000,40
201837,polyester,1,167424,150001..200000,35
201838,polyester,1,164511,150001..200000,28
201839,polyester,1,171869,150001..200000,54
201840,polyester,3,178309,150001..200000,32
201841,polyester,1,166393,150001..200000,27
201842,polyester,0,171519,150001..200000,38
201843,polyester,1,173451,150001..200000,50
