yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201726,knee length,0,11190,010001..20000,1
201727,knee length,0,14146,010001..20000,1
201728,knee length,0,14848,010001..20000,1
201729,knee length,3,15855,010001..20000,1
201731,knee length,0,10068,010001..20000,1
201734,knee length,1,13929,010001..20000,2
201735,knee length,1,11401,010001..20000,2
201736,knee length,2,11242,010001..20000,1
201737,knee length,0,12103,010001..20000,1
201738,knee length,0,17803,010001..20000,1
201739,knee length,0,12255,010001..20000,1
201740,knee length,11,16319,010001..20000,1
201741,knee length,10,17031,010001..20000,1
201742,knee length,7,15926,010001..20000,2
201743,knee length,0,19836,010001..20000,1
201744,knee length,0,19512,010001..20000,1
201748,knee length,1,15600,010001..20000,2
201749,knee length,0,14536,010001..20000,2
201750,knee length,0,14902,010001..20000,1
201752,knee length,2,16463,010001..20000,2
201753,knee length,0,15506,010001..20000,4
201801,knee length,0,15695,010001..20000,5
201802,knee length,3,14163,010001..20000,5
201803,knee length,0,13711,010001..20000,4
201804,knee length,0,14240,010001..20000,4
201805,knee length,0,13907,010001..20000,2
201807,knee length,0,14771,010001..20000,2
201808,knee length,0,16555,010001..20000,2
201809,knee length,1,12604,010001..20000,2
201810,knee length,0,11582,010001..20000,1
201811,knee length,0,13605,010001..20000,3
201812,knee length,0,13799,010001..20000,4
201813,knee length,0,12689,010001..20000,5
201814,knee length,2,13503,010001..20000,3
201815,knee length,1,12638,010001..20000,2
201816,knee length,0,13286,010001..20000,3
201817,knee length,0,15001,010001..20000,3
201818,knee length,0,13746,010001..20000,3
201822,knee length,0,13660,010001..20000,133
201823,knee length,1,13592,010001..20000,136
201824,knee length,0,13432,010001..20000,167
201825,knee length,0,12965,010001..20000,116
201826,knee length,0,13733,010001..20000,152
201827,knee length,0,13601,010001..20000,167
201828,knee length,0,13566,010001..20000,133
201829,knee length,0,13362,010001..20000,193
201830,knee length,0,14473,010001..20000,138
201831,knee length,0,14438,010001..20000,84
201832,knee length,0,13131,010001..20000,91
201833,knee length,1,12963,010001..20000,78
201834,knee length,0,14404,010001..20000,79
201835,knee length,1,14815,010001..20000,77
201836,knee length,0,13492,010001..20000,70
201837,knee length,0,13167,010001..20000,63
201838,knee length,0,14155,010001..20000,77
201839,knee length,1,13452,010001..20000,157
201840,knee length,0,14905,010001..20000,156
201841,knee length,0,15256,010001..20000,77
201842,knee length,0,13540,010001..20000,141
201843,knee length,0,14324,010001..20000,169
