yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201712,high waist,8,19430,010001..20000,1
201716,high waist,3,12355,010001..20000,1
201717,high waist,3,13756,010001..20000,2
201718,high waist,7,14001,010001..20000,1
201719,high waist,3,14773,010001..20000,1
201720,high waist,5,13556,010001..20000,1
201721,high waist,1,10678,010001..20000,1
201725,high waist,2,10069,010001..20000,1
201726,high waist,3,11230,010001..20000,2
201727,high waist,2,14146,010001..20000,1
201728,high waist,6,14847,010001..20000,3
201729,high waist,2,15084,010001..20000,1
201730,high waist,2,11944,010001..20000,1
201731,high waist,1,12847,010001..20000,3
201732,high waist,1,11528,010001..20000,1
201736,high waist,5,11488,010001..20000,1
201739,high waist,4,11305,010001..20000,1
201740,high waist,6,11280,010001..20000,1
201741,high waist,3,11197,010001..20000,2
201742,high waist,1,12437,010001..20000,2
201748,high waist,3,11795,010001..20000,2
201749,high waist,2,15524,010001..20000,3
201750,high waist,3,13962,010001..20000,3
201751,high waist,5,14518,010001..20000,4
201753,high waist,2,16114,010001..20000,2
201801,high waist,3,15067,010001..20000,2
201802,high waist,1,14812,010001..20000,3
201803,high waist,6,15109,010001..20000,5
201804,high waist,6,16153,010001..20000,4
201805,high waist,3,15331,010001..20000,4
201806,high waist,5,12943,010001..20000,2
201807,high waist,0,14905,010001..20000,2
201808,high waist,6,14493,010001..20000,3
201809,high waist,8,12604,010001..20000,2
201810,high waist,8,11582,010001..20000,1
201811,high waist,3,15195,010001..20000,2
201812,high waist,2,13493,010001..20000,3
201813,high waist,3,14147,010001..20000,6
201814,high waist,5,15033,010001..20000,4
201815,high waist,3,15425,010001..20000,4
201816,high waist,4,15549,010001..20000,4
201817,high waist,1,14017,010001..20000,9
201818,high waist,2,15211,010001..20000,5
201822,high waist,1,12913,010001..20000,243
201823,high waist,1,14273,010001..20000,207
201824,high waist,1,15038,010001..20000,237
201825,high waist,0,13726,010001..20000,221
201826,high waist,5,14692,010001..20000,272
201827,high waist,3,14917,010001..20000,266
201828,high waist,3,14720,010001..20000,296
201829,high waist,1,15482,010001..20000,266
201830,high waist,4,14172,010001..20000,169
201831,high waist,5,13349,010001..20000,151
201832,high waist,1,13443,010001..20000,91
201833,high waist,2,12534,010001..20000,157
201834,high waist,0,12298,010001..20000,218
201835,high waist,4,14580,010001..20000,138
201836,high waist,11,14975,010001..20000,288
201837,high waist,6,14555,010001..20000,315
201838,high waist,2,13291,010001..20000,310
201839,high waist,1,13896,010001..20000,290
201840,high waist,0,15258,010001..20000,181
201841,high waist,3,14690,010001..20000,202
201842,high waist,4,12536,010001..20000,297
201843,high waist,1,13300,010001..20000,255
