yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201716,vintage,107,3868,001001..5000,1
201720,vintage,85,4756,001001..5000,1
201721,vintage,126,2785,001001..5000,1
201722,vintage,110,3221,001001..5000,1
201723,vintage,117,3050,001001..5000,1
201724,vintage,149,3825,001001..5000,1
201725,vintage,122,3944,001001..5000,2
201726,vintage,147,2956,001001..5000,2
201727,vintage,158,3393,001001..5000,1
201728,vintage,163,3289,001001..5000,2
201729,vintage,135,2566,001001..5000,2
201730,vintage,99,2750,001001..5000,2
201731,vintage,61,2204,001001..5000,2
201732,vintage,117,2876,001001..5000,3
201733,vintage,123,2772,001001..5000,2
201734,vintage,119,2642,001001..5000,2
201735,vintage,98,2811,001001..5000,3
201736,vintage,83,3281,001001..5000,3
201737,vintage,90,3718,001001..5000,2
201738,vintage,91,3631,001001..5000,3
201739,vintage,104,2597,001001..5000,1
201740,vintage,88,4013,001001..5000,2
201741,vintage,338,3973,001001..5000,2
201742,vintage,95,3454,001001..5000,1
201743,vintage,96,3322,001001..5000,1
201744,vintage,30,3880,001001..5000,1
201748,vintage,12,4038,001001..5000,1
201749,vintage,84,3039,001001..5000,1
201750,vintage,69,3552,001001..5000,1
201751,vintage,57,3289,001001..5000,1
201752,vintage,77,3554,001001..5000,2
201753,vintage,6,2748,001001..5000,3
201801,vintage,63,3551,001001..5000,3
201802,vintage,90,3871,001001..5000,3
201803,vintage,106,3069,001001..5000,3
201804,vintage,57,2985,001001..5000,3
201805,vintage,48,2743,001001..5000,3
201806,vintage,55,2580,001001..5000,2
201807,vintage,39,2441,001001..5000,2
201808,vintage,86,1711,001001..5000,2
201809,vintage,73,3012,001001..5000,3
201810,vintage,86,3564,001001..5000,1
201811,vintage,62,3127,001001..5000,5
201812,vintage,52,2869,001001..5000,3
201813,vintage,80,2420,001001..5000,2
201814,vintage,59,2619,001001..5000,3
201815,vintage,40,2702,001001..5000,3
201816,vintage,39,2699,001001..5000,3
201817,vintage,29,2197,001001..5000,3
201818,vintage,19,2615,001001..5000,4
201822,vintage,26,2317,001001..5000,392
201823,vintage,40,1979,001001..5000,369
201824,vintage,13,1903,001001..5000,449
201825,vintage,23,1765,001001..5000,479
201826,vintage,27,1821,001001..5000,498
201827,vintage,20,1761,001001..5000,497
201828,vintage,63,1928,001001..5000,476
201829,vintage,58,1884,001001..5000,548
201830,vintage,67,1950,001001..5000,580
201831,vintage,56,2307,001001..5000,540
201832,vintage,48,2199,001001..5000,644
201833,vintage,50,2177,001001..5000,699
201834,vintage,48,2458,001001..5000,573
201835,vintage,43,2171,001001..5000,698
201836,vintage,44,2516,001001..5000,728
201837,vintage,46,2363,001001..5000,1003
201838,vintage,43,2167,001001..5000,1072
201839,vintage,56,2178,001001..5000,1229
201840,vintage,43,2390,001001..5000,1115
201841,vintage,55,2246,001001..5000,1211
201842,vintage,48,2389,001001..5000,1235
201843,vintage,25,2123,001001..5000,1203
