yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201712,polyester,1,33518,030001..40000,1
201718,polyester,2,35224,030001..40000,1
201721,polyester,43,30021,030001..40000,1
201722,polyester,3,34855,030001..40000,1
201723,polyester,2,39125,030001..40000,1
201724,polyester,5,30190,030001..40000,1
201725,polyester,12,34132,030001..40000,1
201726,polyester,32,35036,030001..40000,2
201727,polyester,8,34643,030001..40000,3
201728,polyester,3,36133,030001..40000,1
201731,polyester,1,36851,030001..40000,2
201734,polyester,2,35702,030001..40000,2
201736,polyester,3,38196,030001..40000,1
201740,polyester,2,30013,030001..40000,1
201741,polyester,4,39466,030001..40000,1
201742,polyester,2,36748,030001..40000,2
201743,polyester,0,32905,030001..40000,2
201744,polyester,3,35489,030001..40000,1
201748,polyester,1,33418,030001..40000,2
201749,polyester,0,36026,030001..40000,3
201750,polyester,3,34600,030001..40000,3
201751,polyester,0,35470,030001..40000,3
201752,polyester,1,35554,030001..40000,1
201803,polyester,2,34069,030001..40000,2
201805,polyester,2,37032,030001..40000,2
201806,polyester,0,36541,030001..40000,1
201807,polyester,0,32216,030001..40000,2
201808,polyester,0,30064,030001..40000,1
201809,polyester,4,30992,030001..40000,1
201810,polyester,1,37039,030001..40000,1
201811,polyester,2,37905,030001..40000,1
201812,polyester,7,33697,030001..40000,1
201813,polyester,0,32881,030001..40000,2
201814,polyester,1,34692,030001..40000,4
201815,polyester,0,33445,030001..40000,1
201817,polyester,0,32245,030001..40000,2
201818,polyester,1,36064,030001..40000,4
201822,polyester,0,34913,030001..40000,86
201823,polyester,0,36116,030001..40000,83
201824,polyester,0,34039,030001..40000,83
201825,polyester,0,34499,030001..40000,80
201826,polyester,0,34817,030001..40000,154
201827,polyester,0,35035,030001..40000,128
201828,polyester,2,34024,030001..40000,154
201829,polyester,1,34564,030001..40000,146
201830,polyester,1,34577,030001..40000,141
201831,polyester,2,34488,030001..40000,128
201832,polyester,2,35159,030001..40000,116
201833,polyester,2,34869,030001..40000,126
201834,polyester,5,34514,030001..40000,95
201835,polyester,1,34178,030001..40000,179
201836,polyester,2,34817,030001..40000,119
201837,polyester,1,34746,030001..40000,91
201838,polyester,1,34231,030001..40000,112
201839,polyester,1,34174,030001..40000,130
201840,polyester,3,34795,030001..40000,128
201841,polyester,1,34440,030001..40000,163
201842,polyester,0,34103,030001..40000,176
201843,polyester,1,34665,030001..40000,187
