yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201711,crop top,8,335,0..1000,1
201712,crop top,13,204,0..1000,1
201713,crop top,10,219,0..1000,1
201714,crop top,18,179,0..1000,1
201715,crop top,6,197,0..1000,1
201716,crop top,23,188,0..1000,1
201717,crop top,11,178,0..1000,1
201718,crop top,8,186,0..1000,1
201719,crop top,9,246,0..1000,1
201720,crop top,11,174,0..1000,1
201721,crop top,17,129,0..1000,1
201722,crop top,1,158,0..1000,1
201723,crop top,40,155,0..1000,1
201724,crop top,6,136,0..1000,1
201725,crop top,1,93,0..1000,1
201726,crop top,7,79,0..1000,1
201727,crop top,22,73,0..1000,1
201728,crop top,14,233,0..1000,1
201729,crop top,6,68,0..1000,1
201730,crop top,9,78,0..1000,1
201731,crop top,1,150,0..1000,1
201732,crop top,2,218,0..1000,1
201733,crop top,6,298,0..1000,1
201734,crop top,3,296,0..1000,1
201735,crop top,4,397,0..1000,1
201736,crop top,8,269,0..1000,1
201737,crop top,2,308,0..1000,1
201738,crop top,11,284,0..1000,1
201739,crop top,3,216,0..1000,1
201740,crop top,4,182,0..1000,1
201741,crop top,3,185,0..1000,1
201742,crop top,8,252,0..1000,1
201743,crop top,2,421,0..1000,1
201744,crop top,1,218,0..1000,1
201748,crop top,2,596,0..1000,1
201749,crop top,1,751,0..1000,1
201750,crop top,2,921,0..1000,1
201752,crop top,1,437,0..1000,1
201753,crop top,0,291,0..1000,1
201801,crop top,7,293,0..1000,1
201802,crop top,6,163,0..1000,1
201803,crop top,0,133,0..1000,1
201804,crop top,0,111,0..1000,1
201805,crop top,11,452,0..1000,2
201806,crop top,3,472,0..1000,2
201807,crop top,0,477,0..1000,2
201808,crop top,3,170,0..1000,1
201809,crop top,3,203,0..1000,1
201810,crop top,2,431,0..1000,2
201811,crop top,10,457,0..1000,2
201812,crop top,5,505,0..1000,2
201813,crop top,3,227,0..1000,1
201814,crop top,3,213,0..1000,1
201815,crop top,5,574,0..1000,2
201816,crop top,4,407,0..1000,2
201817,crop top,0,571,0..1000,2
201818,crop top,0,447,0..1000,2
201822,crop top,2,161,0..1000,65
201823,crop top,38,282,0..1000,80
201824,crop top,4,313,0..1000,80
201825,crop top,2,254,0..1000,80
201826,crop top,2,221,0..1000,80
201827,crop top,6,216,0..1000,80
201828,crop top,3,204,0..1000,80
201829,crop top,9,349,0..1000,80
201830,crop top,9,228,0..1000,75
201831,crop top,2,217,0..1000,80
201832,crop top,1,225,0..1000,81
201833,crop top,0,214,0..1000,80
201834,crop top,2,277,0..1000,82
201835,crop top,3,337,0..1000,88
201836,crop top,3,304,0..1000,82
201837,crop top,3,180,0..1000,66
201838,crop top,37,341,0..1000,77
201839,crop top,3,527,0..1000,137
201840,crop top,3,464,0..1000,131
201841,crop top,4,564,0..1000,131
201842,crop top,4,612,0..1000,131
201843,crop top,1,811,0..1000,62
