yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201519,check,190,299,0..1000,1
201521,check,205,175,0..1000,1
201522,check,58,160,0..1000,1
201523,check,39,151,0..1000,1
201524,check,46,139,0..1000,1
201525,check,58,174,0..1000,1
201526,check,125,130,0..1000,1
201527,check,188,104,0..1000,1
201528,check,197,119,0..1000,1
201529,check,184,174,0..1000,1
201635,check,190,931,0..1000,1
201637,check,185,382,0..1000,1
201638,check,158,322,0..1000,1
201639,check,168,422,0..1000,1
201640,check,177,440,0..1000,1
201641,check,93,627,0..1000,1
201642,check,95,997,0..1000,1
201646,check,138,879,0..1000,1
201701,check,124,960,0..1000,1
201703,check,185,972,0..1000,1
201711,check,139,494,0..1000,1
201712,check,149,587,0..1000,1
201713,check,127,784,0..1000,2
201714,check,136,671,0..1000,2
201715,check,89,794,0..1000,2
201716,check,131,651,0..1000,2
201717,check,153,549,0..1000,2
201718,check,161,588,0..1000,1
201719,check,133,504,0..1000,1
201720,check,99,563,0..1000,1
201721,check,130,656,0..1000,1
201722,check,105,592,0..1000,1
201723,check,124,561,0..1000,1
201724,check,128,602,0..1000,1
201725,check,135,719,0..1000,1
201726,check,182,698,0..1000,1
201727,check,178,618,0..1000,1
201728,check,103,982,0..1000,1
201729,check,114,794,0..1000,2
201730,check,82,762,0..1000,2
201731,check,69,628,0..1000,2
201732,check,105,605,0..1000,2
201733,check,97,569,0..1000,2
201734,check,83,495,0..1000,2
201735,check,95,410,0..1000,2
201736,check,126,395,0..1000,2
201737,check,119,365,0..1000,2
201738,check,113,359,0..1000,2
201739,check,120,400,0..1000,2
201740,check,153,344,0..1000,2
201741,check,134,396,0..1000,2
201742,check,260,488,0..1000,2
201743,check,180,674,0..1000,2
201744,check,41,426,0..1000,2
201748,check,24,682,0..1000,2
201749,check,84,575,0..1000,2
201750,check,99,590,0..1000,2
201751,check,81,432,0..1000,2
201752,check,64,290,0..1000,2
201753,check,7,519,0..1000,2
201801,check,103,572,0..1000,3
201802,check,120,317,0..1000,3
201803,check,117,309,0..1000,3
201804,check,162,203,0..1000,3
201805,check,88,153,0..1000,3
201806,check,100,148,0..1000,3
201807,check,90,186,0..1000,3
201808,check,90,251,0..1000,3
201809,check,334,209,0..1000,3
201810,check,580,239,0..1000,3
201811,check,594,282,0..1000,3
201812,check,519,256,0..1000,3
201813,check,485,410,0..1000,5
201814,check,504,252,0..1000,4
201815,check,550,316,0..1000,4
201816,check,303,290,0..1000,4
201817,check,290,280,0..1000,4
201818,check,177,316,0..1000,4
201822,check,211,426,0..1000,479
201823,check,649,368,0..1000,424
201824,check,227,307,0..1000,400
201825,check,189,351,0..1000,508
201826,check,242,344,0..1000,524
201827,check,261,310,0..1000,528
201828,check,533,282,0..1000,513
201829,check,615,281,0..1000,511
201830,check,598,372,0..1000,619
201831,check,556,351,0..1000,674
201832,check,565,378,0..1000,841
201833,check,537,339,0..1000,679
201834,check,436,396,0..1000,695
201835,check,626,332,0..1000,607
201836,check,516,387,0..1000,602
201837,check,511,423,0..1000,544
201838,check,586,434,0..1000,609
201839,check,536,357,0..1000,530
201840,check,517,317,0..1000,472
201841,check,570,373,0..1000,502
201842,check,583,451,0..1000,454
201843,check,333,588,0..1000,510
