yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201712,bright,9,1060,001001..5000,1
201725,bright,11,2934,001001..5000,1
201726,bright,5,4160,001001..5000,1
201727,bright,8,3453,001001..5000,1
201729,bright,5,3413,001001..5000,1
201731,bright,5,2126,001001..5000,2
201732,bright,13,1927,001001..5000,2
201733,bright,7,2884,001001..5000,1
201734,bright,10,2410,001001..5000,2
201735,bright,6,2068,001001..5000,2
201736,bright,11,2248,001001..5000,2
201737,bright,12,2630,001001..5000,2
201738,bright,15,2486,001001..5000,2
201739,bright,8,2382,001001..5000,2
201740,bright,5,2178,001001..5000,2
201741,bright,7,3076,001001..5000,2
201742,bright,6,3090,001001..5000,2
201743,bright,5,3554,001001..5000,2
201744,bright,2,2848,001001..5000,2
201748,bright,1,2699,001001..5000,1
201749,bright,7,3001,001001..5000,1
201750,bright,3,3601,001001..5000,1
201751,bright,3,2116,001001..5000,1
201752,bright,4,3080,001001..5000,2
201753,bright,0,4015,001001..5000,1
201801,bright,5,4565,001001..5000,1
201802,bright,8,4309,001001..5000,1
201803,bright,12,3221,001001..5000,1
201804,bright,8,2529,001001..5000,1
201805,bright,6,1930,001001..5000,1
201806,bright,6,2370,001001..5000,1
201807,bright,7,2322,001001..5000,1
201808,bright,11,2001,001001..5000,1
201809,bright,5,1722,001001..5000,1
201810,bright,5,1833,001001..5000,1
201811,bright,3,1913,001001..5000,1
201812,bright,6,1386,001001..5000,1
201813,bright,11,1235,001001..5000,1
201814,bright,6,1019,001001..5000,1
201815,bright,8,1054,001001..5000,1
201822,bright,2,3202,001001..5000,5
201823,bright,6,3524,001001..5000,4
201824,bright,1,3532,001001..5000,5
201825,bright,3,2864,001001..5000,4
201826,bright,1,2170,001001..5000,5
201827,bright,1,2281,001001..5000,5
201828,bright,2,3233,001001..5000,19
201829,bright,3,3363,001001..5000,26
201830,bright,7,4003,001001..5000,30
201831,bright,5,3451,001001..5000,18
201832,bright,2,3477,001001..5000,18
201833,bright,2,3878,001001..5000,15
201834,bright,5,2606,001001..5000,39
201835,bright,5,2074,001001..5000,47
201836,bright,2,2060,001001..5000,49
201837,bright,3,2376,001001..5000,57
201838,bright,8,2774,001001..5000,55
201839,bright,4,3910,001001..5000,93
201840,bright,7,3325,001001..5000,145
201841,bright,2,1981,001001..5000,132
201842,bright,3,2289,001001..5000,128
201843,bright,2,2546,001001..5000,119
