yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201711,solid,19,335,0..1000,1
201712,solid,34,204,0..1000,1
201713,solid,25,219,0..1000,1
201714,solid,20,179,0..1000,1
201715,solid,11,197,0..1000,1
201716,solid,18,188,0..1000,1
201717,solid,12,178,0..1000,1
201718,solid,17,186,0..1000,1
201719,solid,38,246,0..1000,1
201720,solid,16,174,0..1000,1
201721,solid,21,129,0..1000,1
201722,solid,11,158,0..1000,1
201723,solid,8,155,0..1000,1
201724,solid,24,136,0..1000,1
201725,solid,12,93,0..1000,1
201726,solid,9,79,0..1000,1
201727,solid,12,73,0..1000,1
201728,solid,17,233,0..1000,1
201729,solid,16,68,0..1000,1
201730,solid,16,78,0..1000,1
201731,solid,5,150,0..1000,1
201732,solid,16,218,0..1000,1
201733,solid,15,298,0..1000,1
201734,solid,13,296,0..1000,1
201735,solid,16,397,0..1000,1
201736,solid,16,269,0..1000,1
201737,solid,22,308,0..1000,1
201738,solid,20,284,0..1000,1
201739,solid,32,216,0..1000,1
201740,solid,7,182,0..1000,1
201741,solid,16,185,0..1000,1
201742,solid,20,252,0..1000,1
201743,solid,51,421,0..1000,1
201744,solid,9,218,0..1000,1
201748,solid,1,596,0..1000,1
201749,solid,11,751,0..1000,1
201750,solid,15,921,0..1000,1
201752,solid,11,437,0..1000,1
201753,solid,5,291,0..1000,1
201801,solid,17,293,0..1000,1
201802,solid,17,163,0..1000,1
201803,solid,18,133,0..1000,1
201804,solid,5,111,0..1000,1
201805,solid,5,156,0..1000,1
201806,solid,9,200,0..1000,1
201807,solid,5,212,0..1000,1
201808,solid,8,170,0..1000,1
201809,solid,21,203,0..1000,1
201810,solid,18,217,0..1000,1
201811,solid,7,253,0..1000,1
201812,solid,6,202,0..1000,1
201813,solid,15,227,0..1000,1
201814,solid,13,213,0..1000,1
201815,solid,10,519,0..1000,3
201816,solid,2,429,0..1000,2
201817,solid,6,405,0..1000,2
201818,solid,6,460,0..1000,2
201822,solid,5,381,0..1000,251
201823,solid,5,371,0..1000,257
201824,solid,2,432,0..1000,258
201825,solid,3,370,0..1000,269
201826,solid,2,392,0..1000,278
201827,solid,4,462,0..1000,287
201828,solid,22,497,0..1000,303
201829,solid,8,343,0..1000,211
201830,solid,6,480,0..1000,460
201831,solid,12,537,0..1000,537
201832,solid,5,396,0..1000,384
201833,solid,2,440,0..1000,441
201834,solid,11,425,0..1000,481
201835,solid,8,424,0..1000,482
201836,solid,10,420,0..1000,486
201837,solid,5,471,0..1000,577
201838,solid,5,460,0..1000,606
201839,solid,7,473,0..1000,646
201840,solid,12,462,0..1000,673
201841,solid,9,445,0..1000,724
201842,solid,7,443,0..1000,594
201843,solid,6,569,0..1000,565
