yearWeek,keywords,N_Tweets,avgRnkWeek,rankBucket,N_ASINs
201729,knee length,3,8984,005001..10000,1
201730,knee length,2,7988,005001..10000,2
201733,knee length,0,7688,005001..10000,1
201734,knee length,1,8621,005001..10000,1
201735,knee length,1,7962,005001..10000,1
201736,knee length,2,9250,005001..10000,1
201737,knee length,0,7865,005001..10000,2
201738,knee length,0,6633,005001..10000,2
201739,knee length,0,6249,005001..10000,2
201740,knee length,11,8094,005001..10000,1
201741,knee length,10,9279,005001..10000,1
201743,knee length,0,8253,005001..10000,1
201744,knee length,0,6978,005001..10000,2
201751,knee length,1,6355,005001..10000,1
201802,knee length,3,9924,005001..10000,1
201803,knee length,0,8857,005001..10000,2
201804,knee length,0,6252,005001..10000,2
201805,knee length,0,7782,005001..10000,3
201806,knee length,0,7307,005001..10000,4
201807,knee length,0,6752,005001..10000,3
201808,knee length,0,7164,005001..10000,4
201809,knee length,1,7248,005001..10000,4
201810,knee length,0,7280,005001..10000,4
201811,knee length,0,8139,005001..10000,2
201812,knee length,0,8287,005001..10000,2
201813,knee length,0,7495,005001..10000,2
201814,knee length,2,7492,005001..10000,3
201815,knee length,1,6832,005001..10000,3
201816,knee length,0,7865,005001..10000,2
201817,knee length,0,7970,005001..10000,4
201818,knee length,0,7510,005001..10000,5
201822,knee length,0,7532,005001..10000,163
201823,knee length,1,7729,005001..10000,206
201824,knee length,0,7208,005001..10000,170
201825,knee length,0,7839,005001..10000,209
201826,knee length,0,7601,005001..10000,195
201827,knee length,0,7624,005001..10000,189
201828,knee length,0,7565,005001..10000,236
201829,knee length,0,7303,005001..10000,198
201830,knee length,0,7210,005001..10000,270
201831,knee length,0,7050,005001..10000,300
201832,knee length,0,7170,005001..10000,238
201833,knee length,1,7270,005001..10000,265
201834,knee length,0,6741,005001..10000,294
201835,knee length,1,7004,005001..10000,332
201836,knee length,0,6901,005001..10000,341
201837,knee length,0,6992,005001..10000,275
201838,knee length,0,6360,005001..10000,259
201839,knee length,1,6537,005001..10000,238
201840,knee length,0,7471,005001..10000,244
201841,knee length,0,7501,005001..10000,318
201842,knee length,0,6942,005001..10000,270
201843,knee length,0,7175,005001..10000,339
