dataset,model_type,model,lag,ME,RMSE,MAE,MPE,MAPE
cotton_0..1000,Univariate Amazon,"LINEAR, lag=1",1,53.8321285400648,88.31273390161383,63.349727287714515,10.754999186875663,13.671412257641226
cotton_0..1000,Univariate Amazon,"NNET, lag=1",1,58.91737346349844,88.11025134769832,64.12168376829274,12.63690183525728,14.204077654803033
cotton_0..1000,Multivariate Amzn Twttr,"VECM, lag=2",2,39.07596849649411,81.57260418534642,59.78434822973253,6.992750487137835,13.273998645858363
cotton_0..1000,Univariate Amazon,"LINEAR, lag=2",2,61.160315632081605,91.9381651104735,66.41552808663539,12.664829540816026,14.307083432864085
cotton_0..1000,Univariate Amazon,"NNET, lag=2",2,38.89112694836947,67.55490707812876,49.13958007288358,7.8850425794706185,11.026897648254293
cotton_0..1000,Multivariate Amzn Twttr,"VECM, lag=3",3,40.03755178432759,83.90524568021992,63.990519441624585,7.249070671898906,14.350231055441949
cotton_0..1000,Univariate Amazon,"LINEAR, lag=3",3,70.43928305084256,101.333098177345,73.93743438050384,14.771955166242417,15.865127456761568
cotton_0..1000,Univariate Amazon,"NNET, lag=3",3,78.61685445738672,115.9296465686436,83.66159194709704,16.3093386902227,17.874252004855872
cotton_0..1000,Multivariate Amzn Twttr,"VECM, lag=4",4,42.87352851851639,85.69568255470442,66.31953326386017,7.9244680454765355,14.871301142428006
cotton_0..1000,Univariate Amazon,"LINEAR, lag=4",4,75.37024865782254,105.80312890112639,77.56115631141947,15.953266170461305,16.63792481221034
cotton_0..1000,Univariate Amazon,"NNET, lag=4",4,82.4294870129662,105.69170720215672,82.4294870129662,18.493541139272345,18.493541139272345
cotton_0..1000,Multivariate Amzn Twttr,"VECM, lag=5",5,47.181428303693956,92.16441528201896,71.19232532963136,8.774143845098369,15.950917755423605
cotton_0..1000,Univariate Amazon,"LINEAR, lag=5",5,79.455526047538,110.07290564887298,80.75300006705967,16.900831549761502,17.306292180862023
cotton_0..1000,Univariate Amazon,"NNET, lag=5",5,100.2637065599649,128.2476965188424,100.2637065599649,22.059220989964047,22.059220989964047
cotton_001001..5000,Multivariate Amzn Twttr,"VECM, lag=1",1,-8.266846297073073,196.19675222722435,158.55945921883227,-0.7338583477821468,6.5258752462652145
cotton_001001..5000,Univariate Amazon,"LINEAR, lag=1",1,-50.54358860753234,188.4580987573129,138.64727800813887,-2.409502469511303,5.779238903554587
cotton_001001..5000,Univariate Amazon,"NNET, lag=1",1,-26.97229177793588,165.21207304366445,151.88846907960453,-1.5466508989776957,6.258751250970911
cotton_001001..5000,Multivariate Amzn Twttr,"VECM, lag=2",2,-18.570873001400514,204.0804632369269,150.74035142478454,-1.0940231914041854,6.2561948975493324
cotton_001001..5000,Univariate Amazon,"LINEAR, lag=2",2,-62.439245419768326,165.86521395260647,122.29454238958135,-2.860991204988471,5.1487639717307605
cotton_001001..5000,Univariate Amazon,"NNET, lag=2",2,8.562446571307191,201.14004002992627,163.7497539702132,0.0725825022647758,6.7340135684506865
cotton_001001..5000,Multivariate Amzn Twttr,"VECM, lag=3",3,-3.378583759471212,186.53705342132812,139.1610928193021,-0.45002919925957374,5.749204110804115
cotton_001001..5000,Univariate Amazon,"LINEAR, lag=3",3,-78.4736988786222,167.20798796320634,134.68975289572228,-3.5733171790296154,5.678487947259587
cotton_001001..5000,Univariate Amazon,"NNET, lag=3",3,-83.72086268033712,198.33456533865967,172.72822938586404,-3.908899957975493,7.243052217066516
cotton_001001..5000,Multivariate Amzn Twttr,"VECM, lag=4",4,7.213557878500751,191.27778477538396,153.1469429518528,-0.05137871334798527,6.293209681346625
cotton_001001..5000,Univariate Amazon,"LINEAR, lag=4",4,-82.39676445471252,161.2687067517749,133.85964338005795,-3.7447894418045227,5.6721537161947815
cotton_001001..5000,Univariate Amazon,"NNET, lag=4",4,-127.59985277391121,202.46010659835093,171.4533091322948,-5.671062647527643,7.313372113728206
cotton_001001..5000,Multivariate Amzn Twttr,"VECM, lag=5",5,0.393646599086253,194.71912902601548,154.84226121593673,-0.3119113349095579,6.400961885682106
cotton_001001..5000,Univariate Amazon,"LINEAR, lag=5",5,-87.82074868782752,170.09659093653417,152.32473629516824,-4.007847036923651,6.424131841663667
cotton_001001..5000,Univariate Amazon,"NNET, lag=5",5,-82.45113149829388,168.10435290405363,155.64046857113726,-3.781164371266442,6.5233236863619695
cotton_005001..10000,Multivariate Amzn Twttr,"VECM, lag=1",1,73.7867614590416,522.4500752967855,442.8011977707488,0.6434228476623949,6.174333632690474
cotton_005001..10000,Univariate Amazon,"LINEAR, lag=1",1,24.96426006638046,396.63931618558956,311.28299299926505,0.04257691200002289,4.359830926971874
cotton_005001..10000,Univariate Amazon,"NNET, lag=1",1,-300.50833224339556,693.1383323335484,597.8396818455345,-4.569350161003326,8.533632879892068
cotton_005001..10000,Multivariate Amzn Twttr,"VECM, lag=2",2,-28.261699822169362,488.85797535061664,410.4716589902456,-0.7519407608549329,5.774739753769534
cotton_005001..10000,Univariate Amazon,"LINEAR, lag=2",2,37.367824772253584,425.56013817844894,340.5428516214614,0.19131789877831817,4.740358889442125
cotton_005001..10000,Univariate Amazon,"NNET, lag=2",2,69.19214588290197,392.54759558051126,326.33781720244997,0.6705634872437647,4.55485804793516
cotton_005001..10000,Multivariate Amzn Twttr,"VECM, lag=3",3,-13.486261409892904,472.3323439569461,393.30070321635844,-0.5422892709586025,5.53397342941771
cotton_005001..10000,Univariate Amazon,"LINEAR, lag=3",3,41.27811809015486,413.5080521041463,331.87052758051584,0.2536900187754141,4.624646911815142
cotton_005001..10000,Univariate Amazon,"NNET, lag=3",3,181.86862804150758,446.8279159046506,372.3832256042832,2.2250287603836885,5.110140806612696
cotton_005001..10000,Multivariate Amzn Twttr,"VECM, lag=4",4,-56.7340808725653,475.35828735419136,396.47565885395284,-1.0863467182176725,5.550626625527487
cotton_005001..10000,Univariate Amazon,"LINEAR, lag=4",4,35.31926279848551,405.76230871219457,325.4141448663039,0.17593498973083266,4.538714553170492
cotton_005001..10000,Univariate Amazon,"NNET, lag=4",4,-100.82784503405856,448.3186248963942,353.1213570276459,-1.745695969758854,5.036138986844138
cotton_005001..10000,Multivariate Amzn Twttr,"VECM, lag=5",5,-82.71412022636866,478.36978077914404,452.2076479231556,-1.4549832627758033,6.349689590317567
cotton_005001..10000,Univariate Amazon,"LINEAR, lag=5",5,34.97364671008779,408.7989082134356,328.0874752763392,0.1688106463974567,4.573346387455171
cotton_005001..10000,Univariate Amazon,"NNET, lag=5",5,-132.0188717505315,453.18703907033233,336.61461009503694,-2.0701558807002787,4.813635156727747
cotton_010001..20000,Multivariate Amzn Twttr,"VECM, lag=1",1,217.95659867112113,902.6671142001744,710.7958362524298,1.3189387541220463,4.887460353963829
cotton_010001..20000,Univariate Amazon,"LINEAR, lag=1",1,-360.79007376133586,872.3212575283435,715.7690807199178,-2.855455701312773,5.0894330893466435
cotton_010001..20000,Univariate Amazon,"NNET, lag=1",1,27.9575355747736,1067.4808425842268,860.5718437940543,-0.14718364530781392,5.98202170488131
cotton_010001..20000,Multivariate Amzn Twttr,"VECM, lag=2",2,43.8298055569519,879.6056021768546,619.014786772271,0.03814225359435819,4.243465783701232
cotton_010001..20000,Univariate Amazon,"LINEAR, lag=2",2,-385.44112919114923,928.0253300923338,767.1056921532013,-3.047641115445489,5.449557811241915
cotton_010001..20000,Univariate Amazon,"NNET, lag=2",2,-969.6721660639273,1180.9698259181441,1017.655654944399,-7.11773973670282,7.419712605679987
cotton_010001..20000,Multivariate Amzn Twttr,"VECM, lag=3",3,3.679145499415881,844.4706782562107,557.469331476766,-0.24376850483354295,3.8367223065416463
cotton_010001..20000,Univariate Amazon,"LINEAR, lag=3",3,-396.47134819772555,818.6356958822336,680.1842706225484,-3.081304417632511,4.866785364295966
cotton_010001..20000,Univariate Amazon,"NNET, lag=3",3,-894.8327129519894,1187.571750872953,1091.770882953158,-6.63414859255039,7.873532922324893
cotton_010001..20000,Multivariate Amzn Twttr,"VECM, lag=4",4,-131.81470200556487,982.511733274191,723.6908779362179,-1.2491768393410654,5.002882969424602
cotton_010001..20000,Univariate Amazon,"LINEAR, lag=4",4,-399.91635164644913,886.0960919129043,726.6542347155387,-3.1372395969946334,5.193488074459011
cotton_010001..20000,Univariate Amazon,"NNET, lag=4",4,-226.90697256645967,845.0813418049853,621.4898635144334,-1.9165538893567113,4.403015014023702
cotton_010001..20000,Multivariate Amzn Twttr,"VECM, lag=5",5,-66.48975998767241,978.7969578410009,738.4694685696534,-0.7819095758159693,5.084264986412095
cotton_010001..20000,Univariate Amazon,"LINEAR, lag=5",5,-404.6876939574104,898.7080270628911,736.1811180169861,-3.1756584564490886,5.261834819316149
cotton_010001..20000,Univariate Amazon,"NNET, lag=5",5,-599.8662454421715,804.6947111086437,599.8662454421715,-4.403614065021435,4.403614065021435
cotton_020001..30000,Multivariate Amzn Twttr,"VECM, lag=1",1,191.77250963065126,741.9482124760119,638.3459638982567,0.7145918446454897,2.5956378825926962
cotton_020001..30000,Univariate Amazon,"LINEAR, lag=1",1,633.7865093492333,928.9688320343124,783.6491819765511,2.508642515898432,3.140936482867083
cotton_020001..30000,Univariate Amazon,"NNET, lag=1",1,356.93975582962094,746.8422828118324,651.5793823026956,1.3861870012054838,2.6268150800224985
cotton_020001..30000,Multivariate Amzn Twttr,"VECM, lag=2",2,91.26250335098894,823.1577015862018,627.982362301173,0.29285688912292196,2.553001501795575
cotton_020001..30000,Univariate Amazon,"LINEAR, lag=2",2,777.7026346400344,1010.8862230836587,854.7317389109021,3.096545930752419,3.4216318318744605
cotton_020001..30000,Univariate Amazon,"NNET, lag=2",2,362.12448349738725,740.412855996918,600.3056524469071,1.4047571465659037,2.407337805458608
cotton_020001..30000,Multivariate Amzn Twttr,"VECM, lag=3",3,65.66088423356359,879.1906818198819,696.4101413464614,0.180766931915455,2.835030102904186
cotton_020001..30000,Univariate Amazon,"LINEAR, lag=3",3,866.2658690785242,1073.2843892067472,905.1666104285991,3.4586285403093777,3.622801325074412
cotton_020001..30000,Univariate Amazon,"NNET, lag=3",3,508.99189729043565,809.3018178602821,682.9952009496515,2.0108238255167366,2.743235086998359
cotton_020001..30000,Multivariate Amzn Twttr,"VECM, lag=4",4,12.687464778830417,881.908008122695,678.7007380728323,-0.034856554670887,2.7648598029714497
cotton_020001..30000,Univariate Amazon,"LINEAR, lag=4",4,1001.1538097476664,1181.7471356546862,1001.1538097476664,4.006573019383587,4.006573019383587
cotton_020001..30000,Univariate Amazon,"NNET, lag=4",4,219.6616012635568,727.0006399745303,559.1817592964744,0.8206694777858308,2.249047999566077
cotton_020001..30000,Multivariate Amzn Twttr,"VECM, lag=5",5,61.43352458398704,943.7806847525565,739.9079513894517,0.16483479308185078,2.988605065491928
cotton_020001..30000,Univariate Amazon,"LINEAR, lag=5",5,1066.5229466996248,1234.5151774088415,1066.5229466996248,4.272877542989674,4.272877542989674
cotton_020001..30000,Univariate Amazon,"NNET, lag=5",5,844.831258971702,1085.3877698324718,844.831258971702,3.380661135738655,3.380661135738655
cotton_030001..40000,Multivariate Amzn Twttr,"VECM, lag=1",1,-70.77064824821628,671.0533887411597,553.8774952846934,-0.22468803918868718,1.6151894569787717
cotton_030001..40000,Univariate Amazon,"LINEAR, lag=1",1,-371.94888349207395,627.2273466763917,509.45661140285665,-1.0984833037430732,1.4865174150791352
cotton_030001..40000,Univariate Amazon,"NNET, lag=1",1,359.3822958300934,889.1908474972147,836.4810065222246,1.0082731074552875,2.4070557022944747
cotton_030001..40000,Multivariate Amzn Twttr,"VECM, lag=2",2,62.81091742539684,624.5152156902664,547.103321984212,0.1604194930524726,1.5900334214834209
cotton_030001..40000,Univariate Amazon,"LINEAR, lag=2",2,-472.19824847788095,721.4433572021202,602.1367373889016,-1.3908677205616133,1.7574571201180882
cotton_030001..40000,Univariate Amazon,"NNET, lag=2",2,-437.18372316969,708.1835849382328,584.4173284822809,-1.2901993698189251,1.7059960239309244
cotton_030001..40000,Multivariate Amzn Twttr,"VECM, lag=3",3,100.67399846695662,666.5286717679919,604.7527366834111,0.2673024221942323,1.7549857946898628
cotton_030001..40000,Univariate Amazon,"LINEAR, lag=3",3,-471.8144767090953,736.6449538457503,608.0383787969868,-1.3907241862190627,1.7752653351487218
cotton_030001..40000,Univariate Amazon,"NNET, lag=3",3,-106.47179914696972,1141.3606162747155,810.4381576140458,-0.3315211656382669,2.333056178153882
cotton_030001..40000,Multivariate Amzn Twttr,"VECM, lag=4",4,166.53684449008506,611.9579788813063,509.4624422279139,0.4565845375710974,1.4743359840590406
cotton_030001..40000,Univariate Amazon,"LINEAR, lag=4",4,-442.26214754988814,711.9552594696679,586.4705810201003,-1.3049595039425885,1.7121881900745575
cotton_030001..40000,Univariate Amazon,"NNET, lag=4",4,-516.9449851973322,718.3534881012549,587.6413128385748,-1.5176082623508758,1.716853873199313
cotton_030001..40000,Multivariate Amzn Twttr,"VECM, lag=5",5,67.9315435629951,954.834573555803,771.2615186753528,0.17266591629797062,2.2511415876591983
cotton_030001..40000,Univariate Amazon,"LINEAR, lag=5",5,-431.6706208586147,701.5022277242637,577.4535781830582,-1.2741004253907025,1.6857953227784268
cotton_030001..40000,Univariate Amazon,"NNET, lag=5",5,-521.8899362930661,932.7905024214558,737.6879625150468,-1.5414418799108596,2.151721555386043
cotton_150001..200000,Multivariate Amzn Twttr,"VECM, lag=1",1,772.6419314631748,4115.049057059355,3445.5872507639106,0.39974190936360626,2.031159794890966
cotton_150001..200000,Univariate Amazon,"LINEAR, lag=1",1,-1567.0044976244353,5513.730483911889,4410.0736488851435,-1.0026272322889485,2.6099697760536684
cotton_150001..200000,Univariate Amazon,"NNET, lag=1",1,-1287.8042017273983,5769.196060785885,4880.667355705737,-0.8430978049591231,2.8865519111048767
cotton_150001..200000,Multivariate Amzn Twttr,"VECM, lag=2",2,1033.2417764350612,4446.267886742414,3528.329284009029,0.5455912375542677,2.077802165951501
cotton_150001..200000,Univariate Amazon,"LINEAR, lag=2",2,-1429.0417645057169,5715.174303087407,4673.795395352296,-0.9255633119622751,2.7625899681591575
cotton_150001..200000,Univariate Amazon,"NNET, lag=2",2,-1981.142433087396,5130.933155701527,4091.533965086808,-1.2358807171586603,2.4313009744923084
cotton_150001..200000,Multivariate Amzn Twttr,"VECM, lag=3",3,1273.8677871241453,4926.548745159428,3915.3578863870716,0.6781793849861161,2.2913516693624407
cotton_150001..200000,Univariate Amazon,"LINEAR, lag=3",3,-854.7461403913294,5161.084781979268,4194.650588212742,-0.5833663676729184,2.4766460747872214
cotton_150001..200000,Univariate Amazon,"NNET, lag=3",3,1673.0569606586905,6274.004737780488,5550.891531413898,0.8780012368136434,3.2414881939350875
cotton_150001..200000,Multivariate Amzn Twttr,"VECM, lag=4",4,1401.2121136416245,4682.202157760611,3766.223536830803,0.7533302128421437,2.2009359417647163
cotton_150001..200000,Univariate Amazon,"LINEAR, lag=4",4,-564.1243037223576,4775.291957263122,3724.8048498678727,-0.4083002305271576,2.200503976543197
cotton_150001..200000,Univariate Amazon,"NNET, lag=4",4,-166.5432832070037,5673.1710057158225,4666.719836613815,-0.18879806768982998,2.754763672414465
cotton_150001..200000,Multivariate Amzn Twttr,"VECM, lag=5",5,1550.5343525482058,6127.0772100662625,5100.074534023635,0.821516682752871,2.990487135739701
cotton_150001..200000,Univariate Amazon,"LINEAR, lag=5",5,-687.6179637323185,4835.81559307085,3741.1781841047814,-0.4812193760115131,2.211540197728889
cotton_150001..200000,Univariate Amazon,"NNET, lag=5",5,-733.8279436583252,4920.128523636866,3616.4099959736923,-0.4992516210176563,2.1456435132955827
cotton_300000+,Multivariate Amzn Twttr,"VECM, lag=1",1,-35110.421283098956,184805.7001131003,166288.76436081683,-3.1642720339140036,10.916508065098371
cotton_300000+,Univariate Amazon,"LINEAR, lag=1",1,-104199.10202147075,199930.2823564091,193158.24419386798,-8.108579902425955,13.090302543698094
cotton_300000+,Univariate Amazon,"NNET, lag=1",1,3704.560927952669,220400.30719441947,172419.28669986184,-0.8934577892926692,10.812499264651022
cotton_300000+,Multivariate Amzn Twttr,"VECM, lag=2",2,-40278.78191300144,173293.3235126834,148847.91792891885,-3.437138200664893,9.792659846196056
cotton_300000+,Univariate Amazon,"LINEAR, lag=2",2,-147729.8958583124,220831.59260840752,211429.83639544304,-11.164191496680898,14.705867945099929
cotton_300000+,Univariate Amazon,"NNET, lag=2",2,-139768.84075030894,239860.33334577686,215812.02276678884,-10.422516201285308,14.629576513790855
cotton_300000+,Multivariate Amzn Twttr,"VECM, lag=3",3,-48691.04264683678,168558.52717932986,129749.0926197907,-4.0070787369152026,8.484812888991593
cotton_300000+,Univariate Amazon,"LINEAR, lag=3",3,-177984.06943243332,242280.96645813817,227011.04749759033,-13.284856653701993,15.984930769496838
cotton_300000+,Univariate Amazon,"NNET, lag=3",3,-39553.935150260484,276251.77252285095,201480.99339684218,-3.0715593943207913,12.952122195826927
cotton_300000+,Multivariate Amzn Twttr,"VECM, lag=4",4,-15591.389710360585,218391.6778094435,153215.24439750417,-2.1318949863925596,9.731349088442345
cotton_300000+,Univariate Amazon,"LINEAR, lag=4",4,-205796.87393877102,263220.5861568476,240364.26362007804,-15.233730637487144,17.106212911010836
cotton_300000+,Univariate Amazon,"NNET, lag=4",4,-85002.0787393843,451106.4237060252,343934.1818673957,-7.293332234605097,21.985226582783188
cotton_300000+,Multivariate Amzn Twttr,"VECM, lag=5",5,-29316.86993678604,246002.99798931077,175347.92712267928,-3.1500698918806003,11.161101143140451
cotton_300000+,Univariate Amazon,"LINEAR, lag=5",5,-228851.64434078606,281888.1376270995,257804.9877610577,-16.850213705287665,18.41858848896478
cotton_300000+,Univariate Amazon,"NNET, lag=5",5,-886478.2832739679,1607385.8703642183,886478.2832739679,-64.05857444048623,64.05857444048623
crop-top_0..1000,Multivariate Amzn Twttr,"VECM, lag=1",1,67.54336062385156,122.43461793114275,103.01481650140187,6.613520462847005,25.1146560544843
crop-top_0..1000,Univariate Amazon,"LINEAR, lag=1",1,111.33932209581357,165.29801156526372,138.77471415475597,14.7298304808415,29.624363678932376
crop-top_0..1000,Univariate Amazon,"NNET, lag=1",1,116.54717406018581,176.6649579432693,146.7381816429981,15.777898256773634,30.646132882867434
crop-top_0..1000,Multivariate Amzn Twttr,"VECM, lag=2",2,84.60205407794143,131.6697403797971,111.30637839700603,10.67692326958362,25.400639371298617
crop-top_0..1000,Univariate Amazon,"LINEAR, lag=2",2,148.88749074065205,205.64892207512116,175.06129280978269,20.988111601288455,35.52911275080547
crop-top_0..1000,Univariate Amazon,"NNET, lag=2",2,130.79492214770696,214.94094532835044,178.59930694766268,13.810522831022357,38.735075407665974
crop-top_0..1000,Multivariate Amzn Twttr,"VECM, lag=3",3,106.05870610103315,146.7381800072088,127.55532969567878,15.916663615065847,27.859232278757855
crop-top_0..1000,Univariate Amazon,"LINEAR, lag=3",3,157.15542727578168,216.79159985337733,183.34814796548704,22.255401897592407,36.80691339187317
crop-top_0..1000,Univariate Amazon,"NNET, lag=3",3,115.37596384730058,206.5456165846142,173.79740465416012,9.23782447357119,41.69418047738205
crop-top_0..1000,Multivariate Amzn Twttr,"VECM, lag=4",4,110.06984635772577,150.64563132756837,133.30753644477173,17.2395222455197,29.46738849041813
crop-top_0..1000,Univariate Amazon,"LINEAR, lag=4",4,163.4017275841543,224.89199019058046,188.846904328486,23.364098616233363,37.50030791863988
crop-top_0..1000,Univariate Amazon,"NNET, lag=4",4,141.07955530947223,203.13759675757714,164.80178404367476,20.159728924993054,33.33874488843891
crop-top_0..1000,Multivariate Amzn Twttr,"VECM, lag=5",5,105.40891775081057,147.00370817535892,129.64564337349083,16.271478994753956,29.235510821932486
crop-top_0..1000,Univariate Amazon,"LINEAR, lag=5",5,172.0189707217631,235.56516101733254,196.99905432275315,24.864744920261607,38.742569143033855
crop-top_0..1000,Univariate Amazon,"NNET, lag=5",5,140.87809533499365,209.64031402339015,183.2267306877153,17.974822709706956,38.69497976237475
crop-top_010001..20000,Multivariate Amzn Twttr,"VECM, lag=1",1,231.2110282724757,1915.89458611298,1553.332403283533,1.0799935874815885,11.14579844235288
crop-top_010001..20000,Univariate Amazon,"LINEAR, lag=1",1,-947.6373158662911,1663.1329840637143,1171.2194945486465,-7.638098515888014,9.118918861208554
crop-top_010001..20000,Univariate Amazon,"NNET, lag=1",1,-810.3837018790987,1274.1252660367697,810.3837018790987,-6.382190342386643,6.382190342386643
crop-top_010001..20000,Multivariate Amzn Twttr,"VECM, lag=2",2,185.88591379058016,1990.6795906796192,1576.4899288753727,0.775788321624346,11.35162006147806
crop-top_010001..20000,Univariate Amazon,"LINEAR, lag=2",2,-1189.30120922047,1734.6363763846662,1320.2929972485745,-9.327086811815796,10.190408422756974
crop-top_010001..20000,Univariate Amazon,"NNET, lag=2",2,-1372.311916313022,2051.8039176981074,1718.7994966678514,-10.595069463876374,12.906220519304753
crop-top_010001..20000,Multivariate Amzn Twttr,"VECM, lag=3",3,244.69068531959215,2161.026135643192,1682.3101828581946,0.9844195251943999,12.194010136665316
crop-top_010001..20000,Univariate Amazon,"LINEAR, lag=3",3,-1303.081369588979,1762.5434566118338,1303.081369588979,-10.142272940356637,10.142272940356637
crop-top_010001..20000,Univariate Amazon,"NNET, lag=3",3,-2029.6212013655304,2403.4914570324395,2029.6212013655304,-15.455272344207376,15.455272344207376
crop-top_010001..20000,Multivariate Amzn Twttr,"VECM, lag=4",4,954.4725932669479,3057.68421488341,2712.694263831435,6.290708260708117,19.70925838846786
crop-top_010001..20000,Univariate Amazon,"LINEAR, lag=4",4,-1240.28888824602,1679.3073114193326,1254.9289152491308,-9.647106421747804,9.743593780893068
crop-top_010001..20000,Univariate Amazon,"NNET, lag=4",4,-2535.619669693669,3040.7599350577993,2535.619669693669,-19.34321110651807,19.34321110651807
crop-top_010001..20000,Multivariate Amzn Twttr,"VECM, lag=5",5,691.7782591600708,4605.050183363901,3661.5377729488064,3.227291716852859,27.726239690655575
crop-top_010001..20000,Univariate Amazon,"LINEAR, lag=5",5,-1221.1157799344646,1661.464369868184,1221.1157799344646,-9.514359350857388,9.514359350857388
crop-top_010001..20000,Univariate Amazon,"NNET, lag=5",5,-1695.417288351178,2055.496507088418,1695.417288351178,-12.895378270453595,12.895378270453595
fade_001001..5000,Multivariate Amzn Twttr,"VECM, lag=1",1,240.0729801278816,452.4258672075479,379.7879239077737,7.545979213519523,16.91037830509321
fade_001001..5000,Univariate Amazon,"LINEAR, lag=1",1,129.5616442697929,456.36423524483746,400.9925358044907,0.6138647889221769,18.715191463734584
fade_001001..5000,Univariate Amazon,"NNET, lag=1",1,131.2241624739071,424.8334596763258,369.44535902059476,1.3900064403895573,17.239677527644716
fade_001001..5000,Multivariate Amzn Twttr,"VECM, lag=2",2,286.5992741820392,505.68506661590857,422.79132329603925,9.14580790208771,18.31578338679982
fade_001001..5000,Univariate Amazon,"LINEAR, lag=2",2,74.09795597759432,477.1032579170371,427.3975704398689,-2.800517244460819,20.59942300400793
fade_001001..5000,Univariate Amazon,"NNET, lag=2",2,91.98238229519981,410.18920943474535,360.33322956263135,-0.41860050935034643,17.368143079461618
fade_001001..5000,Multivariate Amzn Twttr,"VECM, lag=3",3,343.20666300804965,595.6675633740148,463.9524941433742,10.672263278007543,18.70959777126332
fade_001001..5000,Univariate Amazon,"LINEAR, lag=3",3,29.262045684274142,480.3183607716737,440.3535569341512,-5.242699976817628,21.76244100893514
fade_001001..5000,Univariate Amazon,"NNET, lag=3",3,99.42376377215467,400.6825618038577,355.15981495753533,0.05957450293579569,16.841184453013845
fade_001001..5000,Multivariate Amzn Twttr,"VECM, lag=4",4,319.48420351681636,561.2224959951601,437.4829694007975,9.97883844727344,17.76269233812083
fade_001001..5000,Univariate Amazon,"LINEAR, lag=4",4,-5.604094134078224,522.0909644967624,479.86631303473894,-7.654819124464456,24.08473285069184
fade_001001..5000,Univariate Amazon,"NNET, lag=4",4,-1.4204841920367528,318.20891086675556,286.66511257058494,-4.256333394197609,14.792388336819132
fade_001001..5000,Multivariate Amzn Twttr,"VECM, lag=5",5,312.66409484330427,557.2340532310988,445.3992249900125,9.690564811914847,18.48919905780504
fade_001001..5000,Univariate Amazon,"LINEAR, lag=5",5,-33.391442961122266,547.4868281467627,501.7462640469523,-9.418037946752092,25.471284540872823
fade_001001..5000,Univariate Amazon,"NNET, lag=5",5,-10.050136617730175,519.8880524543601,505.81189768968085,-7.501954660821358,25.648449323010286
floral_0..1000,Multivariate Amzn Twttr,"VECM, lag=1",1,18.22328432714044,50.21465402141128,40.85421745870597,4.567777148761834,14.051481084558114
floral_0..1000,Univariate Amazon,"LINEAR, lag=1",1,15.124933957202387,52.71901317275828,40.641729471061666,2.979431250594186,13.758513288615402
floral_0..1000,Univariate Amazon,"NNET, lag=1",1,1.2301414245155797,44.88845999314338,36.41098174490611,-2.1234121003622155,12.785714496641452
floral_0..1000,Multivariate Amzn Twttr,"VECM, lag=2",2,18.793112341709936,58.11125576585505,47.57288583839995,4.179716234450925,16.391521414106588
floral_0..1000,Univariate Amazon,"LINEAR, lag=2",2,14.245604486917884,54.58741676158978,40.70791513541641,2.3131716249763756,13.766679563401613
floral_0..1000,Univariate Amazon,"NNET, lag=2",2,-8.804055968501263,50.8072956530157,38.694811688980124,-6.126108756670875,14.225197520818
floral_0..1000,Multivariate Amzn Twttr,"VECM, lag=3",3,16.630697488891315,54.25553847950444,39.56629072951846,3.284626084131658,13.231732976138067
floral_0..1000,Univariate Amazon,"LINEAR, lag=3",3,13.901147479418306,52.95533622784524,38.49730482039984,2.2568183319519335,12.96590045501883
floral_0..1000,Univariate Amazon,"NNET, lag=3",3,-12.361830107522927,55.0239597645285,45.19496433862637,-8.02218924955751,16.92000213112228
floral_0..1000,Multivariate Amzn Twttr,"VECM, lag=4",4,20.17732181061649,56.409495764478315,41.69579745437038,4.588275903310258,13.943590442494513
floral_0..1000,Univariate Amazon,"LINEAR, lag=4",4,14.456729295125978,52.28961329690324,37.257082870345954,2.4956219617389213,12.446623135337859
floral_0..1000,Univariate Amazon,"NNET, lag=4",4,-10.962864937319829,55.14126745845519,45.57254231358457,-7.550149715353666,16.959855191625966
floral_0..1000,Multivariate Amzn Twttr,"VECM, lag=5",5,16.4021265831391,58.576781931902524,42.79529348402139,2.8919348515398138,14.46861838693238
floral_0..1000,Univariate Amazon,"LINEAR, lag=5",5,14.84775305794728,52.92439470083206,37.84808767806651,2.575188701434729,12.655798435956566
floral_0..1000,Univariate Amazon,"NNET, lag=5",5,-15.03615991890856,51.855424909671854,45.1012465142399,-8.820122007452614,17.079924185092743
floral_001001..5000,Multivariate Amzn Twttr,"VECM, lag=1",1,80.37872732274474,308.2489124049392,240.9996702539409,2.2502459525759417,10.53242611003628
floral_001001..5000,Univariate Amazon,"LINEAR, lag=1",1,-76.74842674057754,288.76153508721745,225.7459033719873,-4.531343362844198,10.351880527418604
floral_001001..5000,Univariate Amazon,"NNET, lag=1",1,-111.70205910708336,273.45019634069007,197.4463131522985,-6.1206488682573585,9.50754903185958
floral_001001..5000,Multivariate Amzn Twttr,"VECM, lag=2",2,60.441907016604546,319.39594473011033,264.746587121203,1.2462593231229553,11.56734163538492
floral_001001..5000,Univariate Amazon,"LINEAR, lag=2",2,-127.99815988775396,297.3786442776497,230.31961267129617,-6.720789747959685,10.70195977143025
floral_001001..5000,Univariate Amazon,"NNET, lag=2",2,-170.93995031385748,306.8483097131306,204.8823811898783,-8.726258263343048,10.049928353289186
floral_001001..5000,Multivariate Amzn Twttr,"VECM, lag=3",3,45.75523524540591,315.59194447756744,280.37844467190763,0.5490713032376453,12.361110163468021
