dataset,model_type,model,lag,ME,RMSE,MAE,MPE,MAPE
beige_0..1000,Multivariate Amzn Twttr,"VECM, lag=1",1,5.651647303536336,34.388459518287576,29.20144919853601,1.195717316587642,9.073199015471054
beige_0..1000,Univariate Amazon,"LINEAR, lag=1",1,8.005105667332586,28.330574844778894,22.91118630719582,1.9003292557176341,7.165546153951977
beige_0..1000,Univariate Amazon,"NNET, lag=1",1,-30.358893444654427,38.89381086420689,31.24637177040995,-10.196661501998882,10.455401538662299
beige_0..1000,Multivariate Amzn Twttr,"VECM, lag=2",2,3.949909294337516,34.013026908079446,27.690822379896673,0.6450905942948375,8.623127401767054
beige_0..1000,Univariate Amazon,"LINEAR, lag=2",2,11.613770622452847,31.61485155192463,25.839491420491086,2.973349042479658,8.037664139044246
beige_0..1000,Univariate Amazon,"NNET, lag=2",2,7.057461794561846,27.62720816803756,20.87914740084024,1.6602433070133096,6.635657232148655
beige_0..1000,Multivariate Amzn Twttr,"VECM, lag=3",3,1.1546199454228514,36.64964412413504,33.633269872711764,-0.2158757309694681,10.581128621530272
beige_0..1000,Univariate Amazon,"LINEAR, lag=3",3,13.506044218077022,30.657333675807156,25.05037930166033,3.626952165200186,7.745683040970763
beige_0..1000,Univariate Amazon,"NNET, lag=3",3,31.47813806012894,43.75520815271805,36.31308827214018,9.219954434856087,10.971747989932622
beige_0..1000,Multivariate Amzn Twttr,"VECM, lag=4",4,-1.4328626462444092,47.86640493168324,40.65816931702593,-1.3589361395664734,12.983070654022681
beige_0..1000,Univariate Amazon,"LINEAR, lag=4",4,16.090020371876022,31.274879984456803,25.773353734436014,4.437238257928362,7.9305058830903095
beige_0..1000,Univariate Amazon,"NNET, lag=4",4,-31.045596387538247,45.45749127665795,37.753644218567295,-10.021228561880859,12.331568885499653
beige_0..1000,Multivariate Amzn Twttr,"VECM, lag=5",5,-4.852648387199579,46.96054326448455,41.18801558896604,-2.6157540036167344,13.273651023875125
beige_0..1000,Univariate Amazon,"LINEAR, lag=5",5,18.36764533319368,32.714095629869966,27.66535850002188,5.139516301899201,8.49008606019579
beige_0..1000,Univariate Amazon,"NNET, lag=5",5,11.35584261109313,26.074795794103643,23.025505082877054,2.9945469637502704,7.184946722868072
beige_300000+,Multivariate Amzn Twttr,"VECM, lag=1",1,-24697.2482202463,367247.3109413139,321608.965880544,-21.313100867379667,48.31117683956917
beige_300000+,Univariate Amazon,"LINEAR, lag=1",1,-78531.46288797318,361252.57423095073,305294.950883158,-28.963719105556528,49.74410732143241
beige_300000+,Univariate Amazon,"NNET, lag=1",1,-117370.58355048245,408731.47609396046,342772.91400030954,-35.570004824417566,55.60329901951454
beige_300000+,Multivariate Amzn Twttr,"VECM, lag=2",2,-25415.35118543329,356435.27393336117,309175.4760279538,-20.23499059238355,46.277030150737595
beige_300000+,Univariate Amazon,"LINEAR, lag=2",2,-98678.63447663738,369040.3691455308,326476.34533544764,-30.323916084672355,50.87161497589415
beige_300000+,Univariate Amazon,"NNET, lag=2",2,29353.403973958353,424088.3044437693,374423.29206689144,-8.4644890412612,51.625531392818495
beige_300000+,Multivariate Amzn Twttr,"VECM, lag=3",3,-29245.903368588304,368508.78887812514,314758.529694349,-21.527067099399577,47.83211725770148
beige_300000+,Univariate Amazon,"LINEAR, lag=3",3,-136966.83541086974,349971.00164806534,297527.77201905265,-37.43550789772897,51.64741407901722
beige_300000+,Univariate Amazon,"NNET, lag=3",3,-53741.85699576016,401773.94859389815,367496.3480242485,-28.772118045563708,58.503589316600795
beige_300000+,Multivariate Amzn Twttr,"VECM, lag=4",4,-47534.47283717299,373326.27741490694,328699.9563921188,-24.045075950992185,49.94262437277084
beige_300000+,Univariate Amazon,"LINEAR, lag=4",4,-156393.93542936147,345900.28516350413,286874.93740394094,-40.03528270751522,51.10210730327767
beige_300000+,Univariate Amazon,"NNET, lag=4",4,-72386.43128491227,355846.8515799812,327798.66553133447,-28.822344317873554,51.62193191727119
beige_300000+,Multivariate Amzn Twttr,"VECM, lag=5",5,-46103.443577431084,386372.28516994265,331444.14986944175,-24.65743176200686,51.19394816554717
beige_300000+,Univariate Amazon,"LINEAR, lag=5",5,-172171.32147908054,346855.5869464509,287284.0394297462,-43.08175033538975,52.810670056226236
beige_300000+,Univariate Amazon,"NNET, lag=5",5,-169808.43749248178,422338.76431761275,356342.35376895126,-46.60505866728769,62.991404685229824
black_0..1000,Multivariate Amzn Twttr,"VECM, lag=1",1,20.095073159558993,43.611224431356156,31.86148148446665,4.418878482982294,7.806763147953331
black_0..1000,Univariate Amazon,"LINEAR, lag=1",1,24.53982523707323,44.8226804237466,31.894829325183764,5.591642868842375,7.742265374637092
black_0..1000,Univariate Amazon,"NNET, lag=1",1,19.703588397469098,44.2472473490285,31.48354583551039,4.241734525538474,7.71182451316736
black_0..1000,Multivariate Amzn Twttr,"VECM, lag=2",2,20.542033065173435,41.89572929691766,31.57894100664158,4.564013032526572,7.76449838586578
black_0..1000,Univariate Amazon,"LINEAR, lag=2",2,30.154223660583696,48.330654021134556,34.959386563901546,7.037761793132237,8.474148886089107
black_0..1000,Univariate Amazon,"NNET, lag=2",2,25.29386793471123,67.32959709279677,58.159916403421946,6.155385275486428,15.194383536944539
black_0..1000,Multivariate Amzn Twttr,"VECM, lag=3",3,22.206554087944767,43.319599421574374,32.02421360331596,4.98297820205678,7.838936408495003
black_0..1000,Univariate Amazon,"LINEAR, lag=3",3,33.37025492844917,50.61594711312642,36.450649833716525,7.886865691161924,8.80632368318222
black_0..1000,Univariate Amazon,"NNET, lag=3",3,12.789257675596438,42.24401418804077,29.87561279181879,2.314295733860863,7.408362746271326
black_0..1000,Multivariate Amzn Twttr,"VECM, lag=4",4,23.362509301277896,43.84135074703698,32.25892499831453,5.283714344933288,7.8919507424542585
black_0..1000,Univariate Amazon,"LINEAR, lag=4",4,36.61822583503181,52.89935952670733,38.021061921474484,8.745219529632514,9.163282716046563
black_0..1000,Univariate Amazon,"NNET, lag=4",4,41.769028185068514,57.41241009419853,42.300902959788026,10.0693849810435,10.230559155200929
black_0..1000,Multivariate Amzn Twttr,"VECM, lag=5",5,22.454230703779984,43.64657337202471,32.34510354113442,5.025213946196242,7.930500732060523
black_0..1000,Univariate Amazon,"LINEAR, lag=5",5,39.797024291702776,55.280140552197295,39.9986738256384,9.57952481500704,9.639184440431782
black_0..1000,Univariate Amazon,"NNET, lag=5",5,11.905548389393147,44.22520778190184,30.457423160487863,2.1367935746808073,7.584591532689575
black_001001..5000,Multivariate Amzn Twttr,"VECM, lag=1",1,49.89817775170337,166.16327246914398,140.80580864110294,1.8247660764116505,5.937313222908921
black_001001..5000,Univariate Amazon,"LINEAR, lag=1",1,41.46630277851301,142.95130125701297,117.83583985332456,1.449137910267598,4.958363448993463
black_001001..5000,Univariate Amazon,"NNET, lag=1",1,-17.043608135679676,179.09728043846368,136.47264343802834,-1.058934500317708,5.888563430249416
black_001001..5000,Multivariate Amzn Twttr,"VECM, lag=2",2,47.54981486627344,164.50088999730502,147.68731210396595,1.7451140177511184,6.308749918659242
black_001001..5000,Univariate Amazon,"LINEAR, lag=2",2,40.748185799292685,143.89966777620634,119.41893109008214,1.412175966041011,5.02844974456215
black_001001..5000,Univariate Amazon,"NNET, lag=2",2,-13.475147145232086,144.24346897133987,120.62980344419532,-0.9211179555022768,5.160575939878147
black_001001..5000,Multivariate Amzn Twttr,"VECM, lag=3",3,100.41336833077537,189.3604179642076,156.50132816676296,3.957942400678487,6.554613779941034
black_001001..5000,Univariate Amazon,"LINEAR, lag=3",3,40.62000097010298,141.06436371546835,120.03127989783002,1.4117247946690012,5.050878499106745
black_001001..5000,Univariate Amazon,"NNET, lag=3",3,135.37526814489632,190.2190163361756,153.40151123948573,5.475526291853916,6.30763971703249
black_001001..5000,Multivariate Amzn Twttr,"VECM, lag=4",4,102.3190433327872,197.9442664226086,159.11098986357166,4.022445551527749,6.652364246659955
black_001001..5000,Univariate Amazon,"LINEAR, lag=4",4,40.496215695057685,141.13456591048666,120.24293453689972,1.4060799103557684,5.060644894266236
black_001001..5000,Univariate Amazon,"NNET, lag=4",4,133.8617232207829,211.09969881540673,145.885941099658,5.456578337100172,6.009488175221522
black_001001..5000,Multivariate Amzn Twttr,"VECM, lag=5",5,92.33675014167369,194.25784339427645,157.23518531989595,3.568136559553794,6.559502942180597
black_001001..5000,Univariate Amazon,"LINEAR, lag=5",5,40.48193540801503,140.88296669457537,120.2839682846311,1.4061246574143236,5.062131661780127
black_001001..5000,Univariate Amazon,"NNET, lag=5",5,97.19455262425828,164.66019110142724,134.18044673123353,3.8414501901266913,5.546845715575425
black_005001..10000,Multivariate Amzn Twttr,"VECM, lag=1",1,-55.11262237539188,322.90763722059427,256.99258690960426,-0.8571705856865033,3.5466983837168877
black_005001..10000,Univariate Amazon,"LINEAR, lag=1",1,-127.6308445155214,252.03010520449916,230.83998941985146,-1.8341373806218204,3.191637466868863
black_005001..10000,Univariate Amazon,"NNET, lag=1",1,205.09810898489047,902.4980636541391,600.269458697935,2.6516613008034478,8.176135837717098
black_005001..10000,Multivariate Amzn Twttr,"VECM, lag=2",2,-52.25520361699887,264.9819040833025,245.08021785321284,-0.7889473533588538,3.3923577002121776
black_005001..10000,Univariate Amazon,"LINEAR, lag=2",2,-108.21165260145642,265.5796193202515,234.05838994718704,-1.5772210563153046,3.2322481286882967
black_005001..10000,Univariate Amazon,"NNET, lag=2",2,-87.09245351208972,227.8841169056429,210.96459126289744,-1.2785839728855195,2.904851745990057
black_005001..10000,Multivariate Amzn Twttr,"VECM, lag=3",3,-107.56535186975282,271.93943803150233,231.51915347066654,-1.5449027469454164,3.2228003016944746
black_005001..10000,Univariate Amazon,"LINEAR, lag=3",3,-128.5227363974393,249.46417743763192,222.80880301887282,-1.8459673791866176,3.0864550882447865
black_005001..10000,Univariate Amazon,"NNET, lag=3",3,-138.09950997062288,249.6151035269096,232.95574986924476,-1.9787462294416158,3.2237552846314905
black_005001..10000,Multivariate Amzn Twttr,"VECM, lag=4",4,-44.32568643954903,264.4628234721531,235.76468442283647,-0.6665271520494482,3.2753848685207627
black_005001..10000,Univariate Amazon,"LINEAR, lag=4",4,-157.79124702240676,267.21757451008017,248.08791845222197,-2.2515242887226865,3.4379735969941128
black_005001..10000,Univariate Amazon,"NNET, lag=4",4,-116.85661427665013,237.10392129005905,203.53905437801268,-1.6060604115800186,2.782121476014342
black_005001..10000,Multivariate Amzn Twttr,"VECM, lag=5",5,-86.45069798580596,276.4835525455676,239.31948780223058,-1.2440046393467026,3.3330824806427373
black_005001..10000,Univariate Amazon,"LINEAR, lag=5",5,-156.8692349216019,268.0322372326389,247.02069393465808,-2.239482508293664,3.4240566417924234
black_005001..10000,Univariate Amazon,"NNET, lag=5",5,-338.6469014385067,390.7073097943316,338.6469014385067,-4.719550265316985,4.719550265316985
black_010001..20000,Multivariate Amzn Twttr,"VECM, lag=1",1,430.9421804729677,842.6713404167061,769.5540415415926,2.8784444287816524,5.308493567259786
black_010001..20000,Univariate Amazon,"LINEAR, lag=1",1,-561.6281145687199,721.023943998132,561.6281145687199,-3.9999359705721016,3.9999359705721016
black_010001..20000,Univariate Amazon,"NNET, lag=1",1,257.98500932561,495.75054074121516,418.01216847025125,1.705849650582481,2.889394944160184
black_010001..20000,Multivariate Amzn Twttr,"VECM, lag=2",2,475.21949996824765,924.6017089823079,773.5781986307677,3.1586015565748573,5.3450066035780965
black_010001..20000,Univariate Amazon,"LINEAR, lag=2",2,-712.9642111247208,837.7724424120703,712.9642111247208,-5.050946539469127,5.050946539469127
black_010001..20000,Univariate Amazon,"NNET, lag=2",2,-10.17396152123365,582.508358452111,494.03237833158437,-0.15824033236325097,3.42991902347579
black_010001..20000,Multivariate Amzn Twttr,"VECM, lag=3",3,521.4062472706125,917.1416884456951,763.1234678577814,3.4831644247513176,5.267261248120979
black_010001..20000,Univariate Amazon,"LINEAR, lag=3",3,-784.4550996838102,896.8037557655313,784.4550996838102,-5.547048250489649,5.547048250489649
black_010001..20000,Univariate Amazon,"NNET, lag=3",3,-1417.0787030863653,1479.7612702301328,1417.0787030863653,-9.94127516085275,9.94127516085275
black_010001..20000,Multivariate Amzn Twttr,"VECM, lag=4",4,626.7144374710333,942.8226490330252,801.1352900758939,4.2232719737777416,5.513271623247903
black_010001..20000,Univariate Amazon,"LINEAR, lag=4",4,-821.9786614193872,929.1147693619527,821.9786614193872,-5.807626081421025,5.807626081421025
black_010001..20000,Univariate Amazon,"NNET, lag=4",4,-1464.4872769923068,1535.0678033581466,1464.4872769923068,-10.278553754724914,10.278553754724914
black_010001..20000,Multivariate Amzn Twttr,"VECM, lag=5",5,479.3932304890984,809.6377023385371,688.8780798795099,3.2103115754199703,4.754453996971495
black_010001..20000,Univariate Amazon,"LINEAR, lag=5",5,-839.4707699452824,944.3248943086019,839.4707699452824,-5.929079303326954,5.929079303326954
black_010001..20000,Univariate Amazon,"NNET, lag=5",5,-695.1440659942921,866.9249873013895,710.1285787343948,-4.931506792159053,5.031730942651345
black_020001..30000,Multivariate Amzn Twttr,"VECM, lag=1",1,-0.25625090280573204,686.7754986017757,596.3154078499501,-0.04992362563781105,2.4423513103219476
black_020001..30000,Univariate Amazon,"LINEAR, lag=1",1,196.6594201794769,580.2151782328825,505.49453301282847,0.7584641194397115,2.053404212402322
black_020001..30000,Univariate Amazon,"NNET, lag=1",1,-240.77057590548247,551.3556926875565,459.58860029073,-1.0209006719155553,1.8910288254807284
black_020001..30000,Multivariate Amzn Twttr,"VECM, lag=2",2,0.6884220702836501,638.460472290424,563.6584003985677,-0.04187260019825145,2.308424575186111
black_020001..30000,Univariate Amazon,"LINEAR, lag=2",2,259.277702872655,624.5142254702963,556.7897579441033,1.0115979109227249,2.2579345235287986
black_020001..30000,Univariate Amazon,"NNET, lag=2",2,72.34325229908382,494.91207736989105,423.2383556984855,0.2547507654367259,1.7226276327818912
black_020001..30000,Multivariate Amzn Twttr,"VECM, lag=3",3,-38.97297315630976,759.672993146034,671.4917815005124,-0.21520845196038796,2.7498515482318293
black_020001..30000,Univariate Amazon,"LINEAR, lag=3",3,340.43454764199714,632.5363328691882,552.609347296218,1.343716524591938,2.2347669326763917
black_020001..30000,Univariate Amazon,"NNET, lag=3",3,-251.75080418077414,557.3008100545213,463.09902713240626,-1.0657079556630378,1.9060574588846462
black_020001..30000,Multivariate Amzn Twttr,"VECM, lag=4",4,-68.14442918700979,656.3280845223954,546.9246080043972,-0.32547777538082134,2.2415082845376038
black_020001..30000,Univariate Amazon,"LINEAR, lag=4",4,391.45007896785273,651.017781056179,557.4418511637791,1.5520910678651174,2.2507330422284726
black_020001..30000,Univariate Amazon,"NNET, lag=4",4,76.98816581459641,554.399803770311,483.85263156019073,0.27390634395495383,1.9674526138158983
black_020001..30000,Multivariate Amzn Twttr,"VECM, lag=5",5,-103.40382663824494,617.8577044843416,517.9733281992958,-0.46512522485573066,2.126474496896835
black_020001..30000,Univariate Amazon,"LINEAR, lag=5",5,428.4098362399973,667.3764862866873,560.5764074526887,1.703065131811841,2.2607581960853347
black_020001..30000,Univariate Amazon,"NNET, lag=5",5,29.049826965690045,536.1726736724685,456.5044805880125,0.07483658066757815,1.8603243425461686
black_030001..40000,Multivariate Amzn Twttr,"VECM, lag=1",1,346.180229714274,715.9188617108463,553.4010710103512,0.977826008012328,1.5822014693373354
black_030001..40000,Univariate Amazon,"LINEAR, lag=1",1,-582.7285191893561,773.9548692214267,651.7067278535242,-1.698079771754939,1.892537960366148
black_030001..40000,Univariate Amazon,"NNET, lag=1",1,137.36444753798332,1226.3973670372181,932.3628235061378,0.3632279858862909,2.6899756751979123
black_030001..40000,Multivariate Amzn Twttr,"VECM, lag=2",2,128.71051153480312,728.3460360563961,592.6240448668568,0.3486789631646447,1.7059861056768635
black_030001..40000,Univariate Amazon,"LINEAR, lag=2",2,-613.1604316388193,717.9531423885104,653.5944778828461,-1.781009195421019,1.8949978237589387
black_030001..40000,Univariate Amazon,"NNET, lag=2",2,159.90587573270568,765.9785780798433,610.5666293419999,0.4508045875657456,1.7490574720771457
black_030001..40000,Multivariate Amzn Twttr,"VECM, lag=3",3,272.3226375235481,828.5502002704204,668.434420758671,0.7598691828538024,1.9171471110975586
black_030001..40000,Univariate Amazon,"LINEAR, lag=3",3,-323.0745112631748,556.4642659639997,485.30561805762136,-0.9481435867042589,1.4063832504949976
black_030001..40000,Univariate Amazon,"NNET, lag=3",3,18.33421544918474,449.9631718888465,370.4605654329798,0.037265785941544324,1.0665070290352985
black_030001..40000,Multivariate Amzn Twttr,"VECM, lag=4",4,268.01785261987425,810.144856546739,583.3644509034966,0.7476191040191748,1.6697909104931528
black_030001..40000,Univariate Amazon,"LINEAR, lag=4",4,-398.7831505203685,623.3677397714042,538.6487337343206,-1.167435630978003,1.5624677929818742
black_030001..40000,Univariate Amazon,"NNET, lag=4",4,105.46818009599701,999.9120014739848,788.4375607066413,0.27827858522311,2.276669419438118
black_030001..40000,Multivariate Amzn Twttr,"VECM, lag=5",5,281.984416814842,811.4799396434222,617.5541364203591,0.7881204571932888,1.7695058546342435
black_030001..40000,Univariate Amazon,"LINEAR, lag=5",5,-502.11097755523497,656.0318546674923,584.2537394474193,-1.463638396429043,1.6952091054169327
black_030001..40000,Univariate Amazon,"NNET, lag=5",5,-447.6593924965573,631.6952857170595,555.6577785139389,-1.3071752643451577,1.6116362082371896
black_150001..200000,Multivariate Amzn Twttr,"VECM, lag=1",1,142.53458361527737,3349.04251629888,2689.010156832126,0.06274010162540936,1.547073578905149
black_150001..200000,Univariate Amazon,"LINEAR, lag=1",1,1187.5286989938177,2775.0201581634715,2309.969946673671,0.6661863989477409,1.3244289687515725
black_150001..200000,Univariate Amazon,"NNET, lag=1",1,774.8245023709533,2568.980092275674,2219.610177108312,0.4287225034551271,1.2771921573283436
black_150001..200000,Multivariate Amzn Twttr,"VECM, lag=2",2,754.975487091986,3774.8781193959394,2908.6082530760177,0.4105389250840944,1.6743800888568654
black_150001..200000,Univariate Amazon,"LINEAR, lag=2",2,945.7806076889319,2457.7827197065394,1908.832512777175,0.5283922394545546,1.096016968136491
black_150001..200000,Univariate Amazon,"NNET, lag=2",2,2288.982654993488,3515.6633905479703,2944.8039871273504,1.3072838939410807,1.6857078533560406
black_150001..200000,Multivariate Amzn Twttr,"VECM, lag=3",3,-189.37822431315362,3600.60600361937,3048.048270657473,-0.13141210783342477,1.7577757220675516
black_150001..200000,Univariate Amazon,"LINEAR, lag=3",3,1162.7770573443813,2484.4839437559413,2127.5119205360643,0.6535853292445424,1.2201262077853836
black_150001..200000,Univariate Amazon,"NNET, lag=3",3,1947.1552600143477,2920.233720331535,2494.501590570093,1.1051269806537634,1.4278623815805216
black_150001..200000,Multivariate Amzn Twttr,"VECM, lag=4",4,-545.9558673180218,3788.789116660007,3198.6829833179363,-0.3376815366106475,1.846562220152393
black_150001..200000,Univariate Amazon,"LINEAR, lag=4",4,1042.3799584082008,2421.758135103206,1947.0766734072313,0.5842558825806503,1.1170761893293442
black_150001..200000,Univariate Amazon,"NNET, lag=4",4,-2199.4987467854335,13920.046899866898,7419.383459579472,-1.338901247233116,4.332743252852326
black_150001..200000,Multivariate Amzn Twttr,"VECM, lag=5",5,651.0123761248142,4068.41036126661,3441.5695107209503,0.3488357883172733,1.9790924465856328
black_150001..200000,Univariate Amazon,"LINEAR, lag=5",5,1114.0391107866017,2461.0290161923112,2064.6736428388467,0.6254368374094678,1.1842929088076835
black_150001..200000,Univariate Amazon,"NNET, lag=5",5,3834.758657840812,4403.867529018221,3964.292540334387,2.1917481607468083,2.268126072073476
black_300000+,Multivariate Amzn Twttr,"VECM, lag=1",1,15949.99888715442,174151.0538621813,150748.18694900218,0.18273586826531485,9.536439917360436
black_300000+,Univariate Amazon,"LINEAR, lag=1",1,-71530.4589446111,157083.47758142333,127237.31053713689,-5.39757462173909,8.424992609530186
black_300000+,Univariate Amazon,"NNET, lag=1",1,-114305.0840439774,206881.93595057618,172841.1731455955,-7.928311430713773,11.286126095158561
black_300000+,Multivariate Amzn Twttr,"VECM, lag=2",2,-20955.22484603041,143356.5844885717,114781.786323465,-2.103943539517474,7.409682746514255
black_300000+,Univariate Amazon,"LINEAR, lag=2",2,-86392.34945595422,175919.49111879035,148437.59087655495,-6.483530810811044,9.838445257928985
black_300000+,Univariate Amazon,"NNET, lag=2",2,-246170.91958086737,360654.14649968967,317200.328003629,-16.769975068038406,21.335789923684633
black_300000+,Multivariate Amzn Twttr,"VECM, lag=3",3,-22895.522720104753,144215.88718588828,116191.82993423045,-2.216735622086016,7.546996755191935
black_300000+,Univariate Amazon,"LINEAR, lag=3",3,-91126.93918002845,175808.64988415356,151177.0427472805,-6.782764667563688,10.048583168906305
black_300000+,Univariate Amazon,"NNET, lag=3",3,-246842.71248249404,299976.05673359067,246842.71248249404,-16.192276331972813,16.192276331972813
black_300000+,Multivariate Amzn Twttr,"VECM, lag=4",4,-22188.4377930974,148504.48085235176,120002.32975530712,-2.1362337955439803,7.814044828391346
black_300000+,Univariate Amazon,"LINEAR, lag=4",4,-106997.06222520236,185530.86413189268,159215.59830946292,-7.850311974876787,10.681077531722346
black_300000+,Univariate Amazon,"NNET, lag=4",4,-227684.35043016006,284940.2080422343,227684.35043016006,-15.093723927908528,15.093723927908528
black_300000+,Multivariate Amzn Twttr,"VECM, lag=5",5,-38393.009068196436,145592.44990734346,111393.57013700638,-3.10378003854481,7.3521462498363785
black_300000+,Univariate Amazon,"LINEAR, lag=5",5,-118179.12306188152,195328.42657088028,167363.09120413684,-8.61650709005067,11.27585756841981
black_300000+,Univariate Amazon,"NNET, lag=5",5,-357050.39673791744,397071.5298408288,357050.39673791744,-24.036966075886692,24.036966075886692
blue_0..1000,Multivariate Amzn Twttr,"VECM, lag=1",1,10.995239490066332,47.64983023902991,38.39540160356402,1.8254356765132718,10.66873745527625
blue_0..1000,Univariate Amazon,"LINEAR, lag=1",1,21.6601973191367,47.691035495750384,40.04146675027302,5.087726216877623,11.110373798930212
blue_0..1000,Univariate Amazon,"NNET, lag=1",1,-3.037510953437611,49.37351864983946,38.63698756162841,-2.709047835161841,11.133016221387457
blue_0..1000,Multivariate Amzn Twttr,"VECM, lag=2",2,13.636940468327275,47.22581694812319,40.65483904451653,2.737308601371147,11.40103817651449
blue_0..1000,Univariate Amazon,"LINEAR, lag=2",2,28.75010073431467,45.05359618718132,37.43667088527212,7.393812775981332,10.329573047880741
blue_0..1000,Univariate Amazon,"NNET, lag=2",2,-3.1142518089040934,45.796617042828444,36.91553491952296,-2.592353298486072,10.600830653480774
blue_0..1000,Multivariate Amzn Twttr,"VECM, lag=3",3,13.14964354842867,48.33390875964777,40.61739450834601,2.5833334834178494,11.395566942552586
blue_0..1000,Univariate Amazon,"LINEAR, lag=3",3,40.176041693473394,55.242927303749404,45.7083205268965,10.490638911274784,12.431789379142542
blue_0..1000,Univariate Amazon,"NNET, lag=3",3,19.783289627461542,51.54197663755402,40.88705483374042,3.9317903903873734,11.118131537243933
blue_0..1000,Multivariate Amzn Twttr,"VECM, lag=4",4,16.345653441101085,48.927650135384994,41.34287563247059,3.529523629351381,11.595179276939774
blue_0..1000,Univariate Amazon,"LINEAR, lag=4",4,47.39163441448736,58.809462815397566,49.896842852717704,12.641727617154078,13.520748121796302
blue_0..1000,Univariate Amazon,"NNET, lag=4",4,28.046085632173522,53.025953367612566,39.60859790211892,6.4411330062470515,10.455426015901814
blue_0..1000,Multivariate Amzn Twttr,"VECM, lag=5",5,10.568133306555744,45.753904268321634,38.97935210509224,1.9595651139771242,10.967624652652638
blue_0..1000,Univariate Amazon,"LINEAR, lag=5",5,55.82186529066607,66.76554204702117,57.246061643236175,14.958551487104618,15.45826950555027
blue_0..1000,Univariate Amazon,"NNET, lag=5",5,60.68098326549849,74.50758207583571,61.99347492964015,15.93615366596655,16.39667705689345
blue_300000+,Multivariate Amzn Twttr,"VECM, lag=1",1,-10215.720925493864,136969.50471184577,103909.37818410885,-2.4476370673734644,10.651230512870232
blue_300000+,Univariate Amazon,"LINEAR, lag=1",1,-173701.6626320368,214392.13705343477,179066.39066970514,-19.524726408807116,19.975163101625483
blue_300000+,Univariate Amazon,"NNET, lag=1",1,-191922.95813777513,220283.9064924733,192513.33931039245,-21.016464964965184,21.06603492285098
blue_300000+,Multivariate Amzn Twttr,"VECM, lag=2",2,-10523.667036677085,164820.06642773974,122539.82271730759,-2.7434471146811927,12.590414081152206
blue_300000+,Univariate Amazon,"LINEAR, lag=2",2,-216956.8363386061,249603.00867314503,216956.8363386061,-23.980540181196506,23.980540181196506
blue_300000+,Univariate Amazon,"NNET, lag=2",2,-184541.07903178484,220129.11809269522,192384.57393197203,-20.315675763327057,20.974236249184155
blue_300000+,Multivariate Amzn Twttr,"VECM, lag=3",3,-14089.859821956445,217953.83563498876,150133.5687293104,-3.636548265072409,15.24469702660636
blue_300000+,Univariate Amazon,"LINEAR, lag=3",3,-232507.49914168572,256497.26154343836,232507.49914168572,-25.429271338275754,25.429271338275754
blue_300000+,Univariate Amazon,"NNET, lag=3",3,-129541.85560431061,184916.35353823245,147997.71559183797,-15.09820035894688,16.73688846533748
blue_300000+,Multivariate Amzn Twttr,"VECM, lag=4",4,-12653.532174138745,206327.62770821666,142784.56594349263,-3.5908045818970464,14.700350297430257
blue_300000+,Univariate Amazon,"LINEAR, lag=4",4,-276572.1553677202,299470.1041110465,276572.1553677202,-30.129654625556913,30.129654625556913
blue_300000+,Univariate Amazon,"NNET, lag=4",4,-180632.22327763707,211089.4452913891,183157.4752562263,-20.10859616105044,20.320622966842286
blue_300000+,Multivariate Amzn Twttr,"VECM, lag=5",5,-9630.634760598463,206424.18165076035,142779.41747676797,-3.2722608963158315,14.660668093853811
blue_300000+,Univariate Amazon,"LINEAR, lag=5",5,-298516.06388495816,320367.77669588855,298516.06388495816,-32.42849236545071,32.42849236545071
blue_300000+,Univariate Amazon,"NNET, lag=5",5,-229662.14593741516,266219.4625729879,231683.7775642445,-25.15406516891376,25.346650852944176
bright_0..1000,Multivariate Amzn Twttr,"VECM, lag=1",1,43.15797407383418,221.77315403681942,178.2697396408186,-6.687298969121185,42.8460820110493
bright_0..1000,Univariate Amazon,"LINEAR, lag=1",1,26.823254089308904,222.223643033574,185.00955111468758,-10.41229838095622,44.952852681604085
bright_0..1000,Univariate Amazon,"NNET, lag=1",1,30.702510055181506,228.59739157612069,182.4633107018843,-9.783025860268388,42.63987218624783
bright_0..1000,Multivariate Amzn Twttr,"VECM, lag=2",2,64.13570399494262,256.3715014056542,204.32023010289302,-4.226168361762497,48.32342902842274
bright_0..1000,Univariate Amazon,"LINEAR, lag=2",2,20.849292994805637,193.73741868088473,173.080758374255,-9.299131648376717,41.568603567372875
bright_0..1000,Univariate Amazon,"NNET, lag=2",2,36.01663558606011,223.30235866121913,188.5748064755322,-7.367284934237979,42.457402318242714
bright_0..1000,Multivariate Amzn Twttr,"VECM, lag=3",3,70.29126487481244,268.2929166488196,220.3387116692954,-3.554759864495452,51.2681139558846
bright_0..1000,Univariate Amazon,"LINEAR, lag=3",3,20.628046013389017,172.25481514540775,148.30790203421685,-8.693506387855141,34.06839629614883
bright_0..1000,Univariate Amazon,"NNET, lag=3",3,293.1127289567718,802.7487028285311,413.17897436975534,56.364355779821025,96.45356048275991
bright_0..1000,Multivariate Amzn Twttr,"VECM, lag=4",4,41.353902326692406,282.49158800782254,218.98569096684867,-10.90057992089899,51.78450281062979
bright_0..1000,Univariate Amazon,"LINEAR, lag=4",4,18.746804600036803,159.88589990898947,137.5723419034818,-7.9445498108619805,30.749634783600925
bright_0..1000,Univariate Amazon,"NNET, lag=4",4,-16.157654233442635,156.23750421952047,143.48019935249212,-14.725207172255978,34.190958680106334
